artist,loved_count,mediaid,posted_count,sitename,time,title,loved
XV,1939,1ks0q,2,Et Musique Pour Tous,290,Pictures On My Wall,FALSE
Feist,788,1krzh,1,This Is That Song,281,Secret Heart,TRUE
Summer Heart,1909,1ks5c,1,Hilly Dilly,246,I Wanted You To Stay On the Other (Side),FALSE
Bob Marley,4190,1ks6g,2,The Music Ninja,306,Sun Is Shining (Smoke Out Dubstep Remix),FALSE
Hoodie Allen,10875,1kbc4,6,This Bonus Track,201,No Faith In Brooklyn (Feat. Jhameel),FALSE
Avicii feat. Salem Al Fakir,5845,1kbcn,3,EARMILK,392,Silhouettes (Original Vocal Mix),FALSE
Amadou & Mariam,3038,1kbzc,6,the steely stylus,312,Je pense a toi,FALSE
Felix Cartal,11523,1ksas,10,Chubby Beavers,201,Tonight (Original Mix) (feat. Maja Ivarsson from The Sounds),FALSE
Greg Laswell,2387,1ks5y,1,POP ON AND ON,228,Come Back Down (feat. Sara Bareilles),FALSE
Foster the People,3212,1kr1b,14,All Things Go,366,Don't Stop (Oliver Remix),FALSE
Justice,5518,1eahn,34,Stoney Roads,271,Helix,FALSE
Neon Indian,17050,1ddwn,97,Vocododo,266,Polish Girl,TRUE
The White Panda,21365,1ebcm,14,Silence Nogood,234,Midnight Life (Kanye West vs. M83),FALSE
T-Pain,4783,1e8a9,10,One A Day,281,5 O'clock (feat. Wiz Khalifa & Lily Allen),FALSE
Chromeo,3239,1dfpn,27,Et Musique Pour Tous,231,When the Night Falls (feat. Solange Knowles) (Mayer Hawthorne Cover),TRUE
Eric Prydz,5897,1erev,5,One A Day,448,2Night (Original Mix),TRUE
J. Cole,3357,1egj6,9,Avenge the Virgins,190,Nobody's Perfect (feat. Missy Elliott),FALSE
YONAS,2543,1dw12,1,Sunset in the Rearview,229,I Need A Dollar,FALSE
Florence + The Machine,7716,1dwev,13,blahblahblahscience,333,What The Water Gave Me,FALSE
Ke$ha,1213,1gff0,9,Minneapolis Fucking Rocks,293,"Sleazy Remix 2.0 - Get Sleazier (feat. Lil Wayne, Wiz Khalifa, T.I. & André 3000)",TRUE
Swedish House Mafia,8049,1jphx,4,EARMILK,411,Greyhound (Original Mix),FALSE
the horrible crowes,1854,1g64b,1,The New LoFi,291,sugar,TRUE
Wale,4895,1ffz9,5,EARMILK,302,Ambition (feat. Meek Mill & Rick Ross),TRUE
Charlotte Gainsbourg,1236,1g6nk,5,Faded Glamour,229,Out Of Touch,TRUE
Arion Dubstep,2112,1g5vx,1,Penned Madness,228,I'm Coming Home ( Diddy feat. Skylar Grey),FALSE
Mashup-Germany,7740,1g7r0,7,Silence Nogood,245,Top of the Pops 2011 (What The Fuck),FALSE
Birdy,6775,1fz31,13,The Morning After,309,1901 (Phoenix Cover),FALSE
Mike Posner,4521,1g53y,8,Pick Up The Headphones,204,Looks Like Sex,FALSE
Neko Case,11,1bgn6,1,Town Full of Losers,125,Misfire (Queen cover),FALSE
Ryan Adams,7,1bem2,1,Largehearted Boy,319,Head Over Heels (Tears For Fears),FALSE
Gym Class Heroes feat. Neon Hitch,4983,1gh6m,3,the burning ear,316,Ass Back Home (Black Cards Remix),FALSE
The Rapture,3392,1epjs,18,Nashville Nights,388,How Deep Is Your Love (A-Trak Remix),TRUE
Zeds Dead,20058,1e2kk,32,Muros de Absenta,184,Coffee Break,TRUE
BASTILLE,15003,1fbqe,13,JayeL Audio Music,188,What Would You Do? (City High Cover),FALSE
"Avicii,David Guetta,Special Features,Max'C,Pete Sweat",3639,1fg49,2,aerial noise,369,Avicii Ft Guetta - Sunshine Special Features ( Pete Sweat - I Found U In Sunshine ),FALSE
Overnight Celebrity Thrill,4859,1f4xt,1,AudioCred,241,Wiz Khalifa feat. Twista & Kanye West,FALSE
Jay-Z & Kanye West,3830,1f4am,10,Cougar Microbes,275,Niggas In Paris (feat. T.I.) (Remix),FALSE
Volta Bureau,2875,1etbs,8,Dancing Astronaut,300,Alley Cat,TRUE
Grouplove,9042,1f4xw,12,EARMILK,245,Colours (Xaphoon Jones Remix),FALSE
Peter and Kerry,2484,1espa,5,New Music Collaborative,220,Knees,TRUE
Drake & Waka Flocka,1711,1e9hp,14,EARMILK,259,Round of Applause,TRUE
Howard Iceberg & The Titanics,1,1csa5,1,ninebullets,206,The Wrestler,TRUE
David Guetta & Afrojack,5873,1dp5k,5,This Bonus Track,317,Lunar (Original Mix),FALSE
The Devil Whale,40,1bptt,11,Tough Customer // Wire,228,Standing Stones,TRUE
My Morning Jacket,10,1bx5q,1,Troubled Souls Unite,313,Movin Away (5.31.11),FALSE
Ryan Adams,6,1bdkk,1,Cover Me,78,Caribbean Queen (Billy Ocean cover),FALSE
William Elliott Whitmore,5,1berf,1,captain's dead,277,what u do,TRUE
Caitlin Rose,14,1bxj3,4,Teenage Kicks,208,Faithless Love,FALSE
Those Darlins,104,1aq2h,9,Rollo & Grady,220,Be Your Bro,TRUE
William Elliott Whitmore,8,1berb,1,captain's dead,135,oh susanna,FALSE
William Elliott Whitmore,4,1berc,1,captain's dead,182,diamond in my pocket,FALSE
Ryan Adams,3,1bdkm,1,Cover Me,198,Brown Sugar (The Rolling Stones cover) (Band version),FALSE
Joe Pug,4,1bdxz,1,Largehearted Boy,219,Speak Plainly Diana,FALSE
Tinie Tempah,3335,1bc3v,2,First up!,212,Till I'm Gone (Feat. Wiz Khalifa),TRUE
Ian McFeron,4,1bbds,1,Richmond Playlist,171,Good Morning (I'm Still Here),TRUE
Ryan Adams,6,1bdk7,1,Cover Me,639,Dead Flowers (The Rolling Stones cover),FALSE
William Elliott Whitmore,1,1bera,1,captain's dead,100,run johnny run,FALSE
SebastiAn,1349,1bdm3,6,FYaCity,175,C.T.F.O. (feat. M.I.A),FALSE
Santah,55,1awtf,4,Obscure Sound,267,White Noise Bed,FALSE
Emmylou Harris,11,122mx,3,Cover Lay Down,245,Millworker (James Taylor cover),FALSE
Townes Van Zandt,19,qdje,3,Carnival Saloon,196,To Live Is To Fly,FALSE
Ian McFeron,8,1bbdx,1,Richmond Playlist,210,I'll Come Knockin',TRUE
Keegan DeWitt,269,1b7px,7,The Wounded Jukebox,270,Thunder Clatter,TRUE
Anthony Da Costa,18,1b93s,1,Cover Lay Down,336,Boots of Spanish Leather (Bob Dylan Cover),TRUE
Ian McFeron,7,1bbdw,1,Richmond Playlist,210,Comfort In The Bottle,TRUE
Jason Isbell & The 400 Unit,50,1atc2,4,ninebullets,229,Alabama Pines,TRUE
O'Death,774,18kgj,43,SUCKA PANTS,135,Bugs,TRUE
Keegan DeWitt,56,16s1w,3,guerolitomusic,298,Two Hearts (mp3),TRUE
Ryan Adams,6,1bdk6,1,Cover Me,382,Lovesick Blues (Hank Williams cover),FALSE
Ryan Adams,3,1bdkc,1,Cover Me,321,Sin City (The Flying Burrito Brothers cover),FALSE
Southeast Engine,11,1a055,3,Music Savage,307,Adeline of the Applachian Mountains,FALSE
William Elliott Whitmore,44,1bbvs,7,brooklynvegan,256,Everything Gets Gone,TRUE
Caitlin Rose,23,19mrn,3,My Old Kentucky Blog,198,Shanghai Cigarettes (LaundroMatinee.com session),TRUE
The Elected,57,1bbhp,7,Indie For Bunnies,232,Go For The Throat,TRUE
Richard Buckner,4,1b90q,1,Hyperbolium,138,Traitor,TRUE
Dawes,165,10hkx,9,The Ruckus,246,When My Time Comes,TRUE
Band of horses,389,bj2x,12,Draw Us Lines,189,the general specific,TRUE
The Devil Whale,76,19ad0,10,The Wheel's Still In Spin,224,9 Barracudas,TRUE
The Moondoggies,20,18d25,7,Austin Town Hall,164,Track 01,TRUE
William Elliott Whitmore,9,1berk,1,captain's dead,269,shotgun,FALSE
Jason Isbell,4,1bemj,1,Berkeley Place,382,Hey Pocky Way (The Meters),FALSE
Virginia Dare,6,1bdww,1,For The Sake Of The Song,225,How Does It Feel,FALSE
Ryan Adams,3,1bdjx,1,Cover Me,231,Saturday Night Special (Lynyrd Skynyrd cover),FALSE
Ryan Adams,15,1bdk4,1,Cover Me,194,Dead Leaves and Dirty Ground (The White Stripes cover),FALSE
Ryan Adams,13,1bdke,1,Cover Me,108,Asleep (The Smiths cover),FALSE
Okkervil River,87,1adc0,9,Heartache with Hard Work,265,Rider,FALSE
Ryan Adams,7,1bdkb,1,Cover Me,407,Rocket Man (Elton John cover),FALSE
Caitlin Rose,10,197sq,2,Largehearted Boy,131,Marie (Randy Newman),FALSE
Jason Isbell,7,1bemh,1,Berkeley Place,365,Atlantic City (Springsteen),FALSE
Jon Langford,11,1b7qh,6,Berkeley Place,257,Sentimental Marching Song,FALSE
The Elected,6,1aavz,1,Everybody Taste,239,Go For The Throat,FALSE
Peter Case,6,1achw,4,Largehearted Boy,246,Round Trip Stranger Blues,FALSE
Monsters Of Folk,339,vmm7,13,surviving the golden age,174,Baby Boomer,FALSE
Ryan Adams,9,1bdjd,3,Largehearted Boy,382,Expressway To Yr Skull %,FALSE
Ryan Adams,40,tbe2,4,Cover Me,222,Like A Virgin (Madonna Cover),FALSE
Ryan Adams,17,1bdjm,2,Fuzzy Logic,219,Sweet Home Alabama,FALSE
Ryan Adams,12,1bdjc,1,Cover Me,123,Last Nite (The Strokes cover) (Solo Version),FALSE
Ian McFeron,5,1bbdt,1,Richmond Playlist,243,Anna Behind The Veil,FALSE
Ian McFeron,12,1bbdv,1,Richmond Playlist,316,Summer Nights,FALSE
Ryan Adams,16,1bdjq,1,Cover Me,401,Helpless (Neil Young cover),FALSE
Jeffrey Foucault,28,1bd94,4,Slowcoustic,293,Goners Most,FALSE
Ryan Adams,9,1bdk5,1,Cover Me,441,A Song for You (Gram Parsons cover),FALSE
Ryan Adams,6,1bdjp,1,Cover Me,402,Stella Blue (The Grateful Dead cover),FALSE
Ryan Adams,3,1bdjv,1,Cover Me,195,You're Still on My Mind (Luke McDaniel cover),FALSE
The Elected,141,1aasq,15,The Wheel's Still In Spin,212,Babyface,FALSE
Ryan Adams,4,1bdjs,1,Cover Me,294,Hickory Wind (The Byrds cover),FALSE
Ryan Adams,6,1bdjg,1,Cover Me,529,Come Down Easy (Spacemen 3 cover),FALSE
Elliott BROOD,317,1b4px,17,Chromewaves,303,Northern Air,FALSE
Richard Buckner,62,1b57r,22,My Aimz is True,313,Traitor,FALSE
Ryan Adams,12,1bdjz,1,Cover Me,204,I Still Miss Someone (Johnny Cash cover),FALSE
Ryan Adams,3,1bdka,1,Cover Me,171,Last Nite (The Strokes cover) (Band Version),FALSE
Okkervil River,84,1bdj5,5,Captain Obvious,231,The Valley,FALSE
Ryan Adams,13,1bdk2,1,Cover Me,280,Sweetest Decline (Beth Orton cover),FALSE
Ryan Adams,4,1bdjt,1,Cover Me,245,Bitch (The Rolling Stones cover),FALSE
The Moondoggies,166,17zay,19,The Music Ninja,349,What Took So Long,FALSE
Ryan Adams,7,1bdjr,1,Cover Me,363,Wharf Rat (Grateful Dead cover),FALSE
Ryan Adams,7,a1n6,2,Popdose,154,Two,FALSE
Ryan Adams,3,1bdk0,1,Cover Me,495,Brown Sugar (The Rolling Stones cover) (Solo version),FALSE
Ryan Adams,6,1bdjk,1,Cover Me,147,Disco Duck Rap (Rick Dees and His Cast of Idiots cover),FALSE
My Morning Jacket,29,1bd4p,1,Berkeley Place,365,Careless Whisper (Wham!),FALSE
Jason Isbell,4,1ba1q,1,Berkeley Place,195,Only Daddy That'll Walk the Line (Waylon Jennings cover) (Mike Dillon on vocals),FALSE
Alejandro Escovedo,3,1b8v4,1,Largehearted Boy,446,Like A Hurricane,FALSE
Pusha T,1057,1a63q,3,earmilk,183,Open Your Eyes,FALSE
My Morning Jacket,3932,1akfa,70,Shelter From the Norm,439,Circuital,FALSE
Ryan Adams,8,1b8vc,1,Largehearted Boy,119,Nervous Breakdown (Black Flag),FALSE
Anthony Da Costa,5,1b93v,1,Cover Lay Down,310,I'm Looking Through You (Beatles cover),FALSE
Okkervil River,423,1a8rj,42,Chromewaves,206,Wake and Be Fine,FALSE
My Morning Jacket,200,1bbhr,6,Chromewaves,228,1373 Holdin On To Black Metal (Radio Edit),FALSE
Emalkay,895,1b5pj,2,embee music,291,Fabrication (Extended Mix),FALSE
Childish Gambino,18970,190q4,30,EARMILK,215,Freaks & Geeks,FALSE
Austra,12527,18bt7,102,Audio Drums,270,Lose It,FALSE
Jai Paul,10009,108jg,64,music is art,211,BTSTU,FALSE
Afrojack,850,1b6qs,1,earmilk,259,Prututa,FALSE
Alex Winston,1700,18c30,15,EARMILK,220,Locomotive,FALSE
Benjamin Francis Leftwich,2420,14wvc,19,ShinyShinyNew,197,When You Were Young,FALSE
Metric,12812,rppc,30,Off the Radar,263,Help I'm Alive (The Twelves Remix),FALSE
Robyn,6499,19jvd,21,From a High Horse,296,Call Your Girlfriend (Feed Me Remix),FALSE
Drive-By Truckers,14,vjep,2,Bottom of the Glass,302,Lookout Mountain,TRUE
Okkervil River,320,19p5w,32,Indie Rock Cafe,216,Wake and Be Fine,TRUE
Keegan DeWitt,54,13smw,4,guerolitomusic,287,Hearts Beat Loud,TRUE
My Morning Jacket,98,yj17,4,Football and Music,182,Blue Moon,TRUE
Jolie Holland,63,1b7zm,14,This Is That Song,197,Gold and Yellow,TRUE
Friendly Fires,11980,ma8d,124,EARMILK,464,Paris (feat. Au Revoir Simone) (Aeroplane Remix),TRUE
Calvin Harris,11077,1b5g1,16,JayeL Audio Music,184,Bounce (feat. Kelis),FALSE
Body Language,4332,19dre,22,Caveman Sound,319,Social Studies (Plastic Plates Remix),FALSE
Bon Iver,6600,d6gc,51,Shelter From the Norm,401,Re: Stacks,FALSE
Boy & Bear,4929,w0q8,28,The Dadada Music Blog,187,Mexican Mavis,FALSE
The Dean's List,8803,1af10,10,Become Your Drum,153,Dear Professor,FALSE
Jason Isbell,6,1ba1p,1,Berkeley Place,367,Into the Mystic (Van Morrison),TRUE
Deadmau5,1850,1baxw,1,Vacay Wave,443,Maths,FALSE
Avicii ft. Salem Al Fakir,7086,1h189,3,Salacious Sound,358,Silhouettes (Original Mix),FALSE
Martin Solveig feat. Dragonette,17915,158kj,19,Audio Drums,282,Hello (Original Mix),FALSE
Big Sean,2646,1b93h,5,Avenge the Virgins,217,I Do It,FALSE
Ellie Goulding,9973,1b9aq,9,aerial noise,269,Heartbeats (Cosmonaut Grechko edit),FALSE
The Catalina Rhyme Mixers,3722,1b8y2,3,Sunset in the Rearview,223,Nasa Drugs (Kanye West // Wale // Ratatat),FALSE
Justice,1770,1afzn,3,I Love This Beat,304,Civilization (Neon Stereo Private Bootleg),FALSE
Foster The People,13146,1ba33,39,Lautstark,241,Call It What You Want,FALSE
Ellie Goulding,7356,x1v7,13,earmilk,282,Under The Sheets (Baby Monster Remix),FALSE
e-dubble,3264,1b89w,4,This Bonus Track,320,Changed My Mind,FALSE
Afrojack & R3hab,2310,1b6d9,2,Sheena Beaston,360,Aces High Prutata (Original Mix),FALSE
Divide & Kreate,7300,18vtm,6,Oh My Rock,201,Crazy in the deep (Adele vs Gnarles Barkley),FALSE
Eminem,6641,1b0s0,1,This Bonus Track,217,"A Drop In The Ocean (feat. Kanye West, Wiz Khalifa & Ron Pope)",FALSE
Al Bizzare,4290,1b24j,1,Vacay Wave,285,Fresh Scream,FALSE
Ayah Marar,1890,1a9z9,2,earmilk,222,Follow You (YOGI REMIX),FALSE
Avicii,24371,1b6a2,29,Seattle in High Def,334,Levels (Original Mix),FALSE
Band Of Horses,14322,19qx6,15,Et Musique Pour Tous,305,The Funeral (Butch Clancy Remix),FALSE
Afrojack,4449,1b4ry,4,gottadancedirty,324,Pop On Acid,FALSE
Amadou & Mariam,12320,1789c,31,djnodj,353,Sabali (Miike Snow Remix),FALSE
Sleigh Bells,10369,124sg,63,EARMILK,230,Rill Rill,FALSE
Ellie Goulding,22544,1753q,21,Silence Nogood,281,Your Song (Blackmill Dubstep Remix),TRUE
The Black Keys,22226,10k0q,94,Indie Shuffle,210,Tighten Up,TRUE
Arcade Fire,10860,13n5s,74,JP's Blog,326,Sprawl II (Mountains Beyond Mountains),FALSE
Lupe Fiasco,23793,15xt6,28,No Genre,240,The Show Goes On,FALSE
Bright Eyes,3681,17hp9,64,music is art,236,Shell Games,FALSE
Caribou,16603,z73x,192,Le Limonadier,315,Odessa,FALSE
Broken Bells,19010,y7dr,124,Delicieuse Musique,232,The High Road,FALSE
Skrillex,4557,15wcb,14,I Love This Beat,204,Scary Monsters And Nice Sprites (Noisia Remix),FALSE
BRITNEY SPEARS,1818,1ahex,2,Nashville Nights,227,Till the World Ends ( Bloody Beetroots Rmx ),FALSE
California Wives,3084,19k2h,34,The Panic Manual,246,Tokyo,FALSE
Red Hot Chili Peppers,6520,1aa3b,6,EARMILK,265,Can't Stop (Love & Light Dubstep Remix),FALSE
Wolfgang Gartner feat. Will.I.Am,3181,1ahcr,6,The Wet Blog,220,Forever (Radio Edit),FALSE
Avicii vs. Morgan Page and Lissie,9164,18cmr,5,EARMILK,431,The Longest Bromance (Iacabone Edit),FALSE
Beastie Boys,6692,1aez0,63,The Dadada Music Blog,210,Make Some Noise,FALSE
James Vincent McMorrow,13239,1ae4f,35,2 U I Bestow,205,We Don't Eat (Adventure Club Dubstep Remix),FALSE
Of Monsters And Men,26215,179kx,71,Meadow Music,246,Little Talks,TRUE
Xaphoon Jones,12186,1ab7h,14,Oh My Rock,179,The Jackson Pit,TRUE
Foster The People,18433,zwnr,77,Golden Bloggen,253,Pumped Up Kicks,FALSE
Dr. Dre,5569,18jdc,3,Music-mashs Blog,284,I Need a Doctor (feat. Eminem),FALSE
Afrojack,7499,17pca,3,This Bonus Track,480,Replica (Daft Punk Vs. Yelle Vs. Katy Perry Vs. Bloc Party Vs. Major Lazer),TRUE
Toro Y Moi,9767,17610,144,frenchysymphony,270,Still Sound,FALSE
Cults,20102,102c2,224,Music For Ants,202,Go Outside,FALSE
Wiz Khalifa,880,17pk5,1,the culture of me,221,This Plane (Sound Remedy remix),FALSE
Hidetake Takayama,993,17pn7,1,Hilly Dilly,340,Sunset Song,TRUE
Röyksopp,2931,pr7d,35,FYaCity,332,Happy Up Here (Boys Noize Remix),FALSE
Zeds Dead,7337,12ec5,21,Silence Nogood,271,White Satin,FALSE
The Tallest Man On Earth,6738,z7wd,117,Star Maker Machine,206,King of Spain,TRUE
Robyn,12395,11aym,60,Listen Before You Buy,291,Dancing On My Own,FALSE
Clockwork,1622,10gjx,5,surviving the golden age,241,Office Musik (Dwight K. Schrute vs Weezy F. Baby),FALSE
Chiddy Bang,3205,155za,2,Silence Nogood,177,The Good Life (Prod. Pharrell Williams),FALSE
The White Panda,7701,1621k,7,Silence Nogood,172,Escape Day 'N' Nite (Kid Cudi // Tiesto),TRUE
iSquare,7240,15v9c,10,The World Forgot,324,HEY SEXY LADY (SKRILLEX REMIX),FALSE
Gorillaz,2077,17nvy,10,earmilk,206,Revolving Doors,FALSE
Cee-Lo Green,17482,1618f,67,Another Dying Art Form,225,Fuck You,FALSE
Lady Gaga,2407,11x0p,5,Ants in My Trance,377,Alejandro (Skrillex Club Mix),FALSE
Skrillex,8822,162dq,15,Friends From Far,297,Kill Everybody (Original Mix),FALSE
Class Actress,2641,1e85t,43,Thought on Tracks,242,Weekend,TRUE
Camo & Krooked,1964,1espe,3,AudioCred,250,Far Away,TRUE
"Nervo (Afrojack, Steve Aoki & Cheyenne Giles Edit)",5336,1dwf0,4,D SQUARED,436,We're All No One,TRUE
Klangkarussell,14345,1jgv0,17,The Music Ninja,360,Sonnentanz,TRUE
Lupe Fiasco,2521,1g5hj,1,blahblahblahscience,406,"Super Cold (Raak Remix) (Feat. Ab-Liva, Asaad & Gilbere Forte)",TRUE
Odjbox,4507,1g60h,1,Music For Morons,190,Birmingham,TRUE
Saukrates,1879,1fg3p,2,The Music Ninja,170,Say I,TRUE
Hoodie Allen,2948,1d7tj,5,The Jackplug,196,Song For An Actress,TRUE
Galapaghost,3645,16nnm,16,the steely stylus,187,Never Heard Nothin',TRUE
Hoodie Allen,3648,18a02,7,The Smoking Section,197,Dreams Up,TRUE
Mark Ronson And The Business Intl,1869,15562,8,AWmusic,265,The Bike Song (feat. Kyle Falconer & Spank Rock),TRUE
Jason Isbell,4,1ba1n,1,Berkeley Place,288,Psycho Killer (Talking Heads),TRUE
A-Trak,540,12138,1,First up!,220,O Let's Overdo It,TRUE
David Dallas,2262,11whf,7,JayeL Audio Music,202,Til Tomorrow,TRUE
Outkast,662,120m5,2,One A Day,359,Spottieottiedopaliscious,TRUE
Shwayze,2240,121jz,2,Discobelle,237,Buzzin' (DJ Skeet Skeet & Cory Nitta Remix),TRUE
Kings of Convenience,3304,tgsm,20,Delicieuse Musique,221,Boat Behind,TRUE
Eminem,7295,12gk7,7,AWmusic,264,Love the Way You Lie (Feat. Rihanna),TRUE
The White Panda,5657,12bjt,10,Seattle in High Def,170,The Next Starf*cker (Snoop & Dre meet Starfucker),TRUE
Cee Lo Green,2472,12ewk,4,the burning ear,239,What Part Of Forever,TRUE
Andre 3000 (Feat. Norah Jones),1510,121k0,1,Avenge the Virgins,157,Take off your cool,TRUE
CocoRosie,420,hv6n,2,The New Montreal,181,Sunshine,TRUE
Wait What,1247,14d3j,2,Sunset in the Rearview,211,i gotcha right moves (lupe fiasco vs. onerepublic),TRUE
Wait What,2698,14fp8,3,the burning ear,274,got urself an electric gun (nas vs mgmt & justice),TRUE
The Jimi Hendrix Experience,802,11ngk,2,indie shuffle,408,Like A Rolling Stone (Bob Dylan Cover),TRUE
Deadmau5,11137,11p39,13,Intentional Independent Inspiration,447,Some Chords (Original Mix),TRUE
WTF?! & dead prez,696,140t3,2,earmilk,336,It's Bigger Than Hip Hop (Sidney Samson Remix),TRUE
Cassius,721,143rp,1,Why FuKK When You Can Dance,142, I 3 U So,TRUE
Professor Green,1452,13ymc,2,Kick Kick Snare,288,Just Be Good To Green (Joker Vocal Remix),TRUE
Tim Gunter,3441,14146,1,musical pairings @ eating/sf,265,"Ghosts 'N Money feat. Deadmau5, Drake, Birdman and Lil Wayne",TRUE
Gangstarr,2665,12mkz,1,Silence Nogood,178,Work,TRUE
Phoenix,3294,v1wz,4,indie shuffle,174,1901 (acoustic),TRUE
Drake & Coldplay,3334,12gbs,2,Cause=Time,391,"Forever La Vida (feat. Lil Wayne, Kanye West & Eminem)",TRUE
Oasis,4847,12kz0,8,Pigeons and Planes,248,Wonderwall (Questions Version),TRUE
The Hood Internet,8533,10g9w,9,Hear No Evil,211,Nuthin' But A Journal Thang (Dr. Dre vs Class Actress),TRUE
Atmosphere,12590,an3p,18,No Country For New Nashville,217,Sunshine,TRUE
Lily Allen,1201,11nf2,1,Town Full of Losers,150,Everybody's Changing,TRUE
The White Panda,4778,11px3,10,Silence Nogood,238,Drake & Diane (Drake // John Mellencamp),TRUE
B.o.B + Asher Roth,3688,11zec,4,Hot Biscuits,308,Fuck The Money,TRUE
Blur,551,b1wn,3,Scottish Friction,318,Coffee & TV,TRUE
Miike Snow,10398,shb9,13,This Bonus Track,250,Song for No One,TRUE
Hey Champ,6200,kq1z,51,We Are Noise,263,Cold Dust Girl,TRUE
Hathbanger,3287,zezy,7,on THE spur of the moment,195,Party and Bullshit In the U.S.A. (Miley vs. Notorious B.I.G.),TRUE
Aloe Blacc,18548,zrgm,78,The 'Spill,245,I Need a Dollar,TRUE
Chiddy Bang,8022,112cr,10,Sunset in the Rearview,187,Hey London,TRUE
KiD CuDi,20064,j3n8,16,The New LoFi,219,The Prayer,TRUE
Two Door Cinema Club,22211,10spe,87,All Things Go,249,Something Good Can Work (The Twelves Remix),TRUE
Sublime,338,10rst,1,Hear No Evil,212,Scarlet Begonias,TRUE
Walter Murphy & The Big Apple Band,4916,kkj9,14,Schitz Popinov,225,A Fifth of Beethoven (Soulwax Remix),TRUE
Theophilus London vs. Vampire Weekend,1575,12hca,9,CHROMEMUSIC,151,Give It Up Dad,TRUE
shwayze,1373,11mk1,1,Stoney Roads,247,04 GET U HOME - (Bloody Beetroots Italo Disco Rmx),TRUE
Phoenix,8656,rm01,10,Kick Kick Snare,258,1901 (Customised by DLID),TRUE
Jay-Z vs. The Dap Kings,2182,14c8p,11,Kick Kick Snare,238,99 Problems (Prince Ballard Royal Edit),TRUE
White Rabbits,3086,r37c,68,Chromewaves,189,Percussion Gun,TRUE
Camron,1403,11gk0,2,One A Day,243,Spend The Night,TRUE
Bone Thugs-n-Harmony,279,10nwd,2,melophobe,257,D.O.A. (Jay Z Cover),TRUE
wait what,1637,10s0e,3,Sunset in the Rearview,258,mo stars mo problems [the notorious b.i.g. vs. the xx],TRUE
MGMT,614,11mhk,1,earmilk,329,Kids (DJ STHLM Remix),TRUE
Gang Starr,1433,11f9p,3,A Grumpy Old Man With A Beard,225,Above The Clouds,TRUE
DeVotchKa,4533,98wz,30,The Ruckus,420,How It Ends,TRUE
Lupe Fiasco,1550,11fnw,1,Pigeons and Planes,260,Love Letter To The Beat,TRUE
The Temper Trap,16403,11akb,30,J(am) of the Day,391,Sweet Disposition (RAC Mix),TRUE
B.o.B,5398,11egv,7,Mixtape Maestro,219,Not Lost feat. T.I.,TRUE
Justin Bieber x MSTRKRFT,5195,11626,12,Music That We Like,218,Heartbreaker Baby (CJ Milli Mix),TRUE
Crystal Castles,5036,11nnh,31,ACE,270,Vietnam (lightsoverla remix),TRUE
Coconut Records,6419,91z5,41,Side One Track One,208,West Coast,TRUE
Katy Perry,8504,kgqy,28,Minneapolis Fucking Rocks,207,Electric Feel (MGMT COVER),TRUE
wait what,1972,10npy,8,Indie Shuffle,236,juicy-r [the notorious b.i.g. vs. the xx],TRUE
Mumford And Sons,15078,w6fn,26,Indieball,261,Little Lion Man,TRUE
wait what,488,10s0d,2,THE RATCATCHERS,272,it's all about the crystalizabeths [the notorious b.i.g. vs. the xx],TRUE
Jay-Z vs Black Kids,3577,10s43,3,say it like slam,192,Not Gunna Encore (Ha! Yes Mash-Up),TRUE
Victor Menegaux,2086,n8r6,2,Rollo & Grady,195,Going Back To Dani (Notorious B.I.G. vs. Red Hot Chili Peppers),TRUE
Wait What,4199,10s72,6,La detente generale,183,Islands Is The Limit (The Notorious B.I.G. vs. the xx),TRUE
The Velvet Underground,1265,ywmy,2,songs that are good,450,Oh! Sweet Nuthin',TRUE
Brand-x,2661,12gsj,5,Vacay Wave,209,Chillin on the Plane L (M.I.A. x Wale x Lady Gaga),TRUE
Phoenix,13182,4jcp,29,One A Day,267,If I Ever Feel Better,TRUE
Vampire Weekend,1219,zh5d,20,indie rocker revolution,145,Ruby Soho (Rancid Cover),TRUE
The Hood Internet,7087,zfa7,15,earmilk,185,Ignition (Keep It Remixing Louder) (R. Kelly vs Major Lazer),TRUE
The Hood Internet,6215,rmg6,11,JayeL Audio Music,169,Comfortable Up Here (Lil Wayne vs Röyksopp),TRUE
The White Panda,13081,zx98,10,Silence Nogood,200,Shooting Superstars (Eminem vs Bag Raiders),TRUE
Rusko Vs Ludacris,1112,zwcs,5,POSTMUSIC,214,I Can Go Thug (Twerkshop Mashup),TRUE
The Hood Internet,568,t7gk,4,The Music Ninja,238,Make The Loop Say Aye (OJ Da Juiceman vs Discovery),TRUE
YACHT,4072,saem,58,The Panic Manual,309,Psychic City (Voodoo City),TRUE
Edward Sharpe & The Magnetic Zeros,26108,tedp,120,The 'Spill,304,Home,TRUE
Danger Mouse & Sparklehorse,4679,rxp3,33,Indie Rock Cafe,273,Little Girl (w/ Julian Casablancas),TRUE
Matt & Kim,9250,vchz,15,Cougar Microbes,275,Daylight (Troublemaker Remix feat. De La Soul),TRUE
Clockwork,4655,10dfz,2,The Music Ninja,243,Office Musik (Dwight K. Shrute Vs. Weezy F. Baby),TRUE
The White Panda,9367,10e1a,15,Salacious Sound,201,Tipsy In The Sun (Weezer // J-Kwon),TRUE
