artist,loved_count,mediaid,posted_count,sitename,time,title,loved,artist_index_mod,site_index_mod
Josef Salvat,6538,204ky,28,josh is listening to,223,Every Night,False,0.0,0.0
Common,4950,2055a,19,The 405,230,I Want You (Kaytranada Edition),False,0.0,0.0
Edward Sharpe and the Magnetic Zeros,2542,205f7,10,The New LoFi,355,Life Is Hard (Teen Daze Remix),False,0.0,0.0
Kids These Days,1804,1ksca,3,Simply 7,221,Darling,False,0.0,0.0
Florence and the Machine,1134,1ksjr,1,Free Breaks Blog,307,You Got The Love (The Bॐb Squad Breaks Mix),False,0.0,0.0
Ramona Falls,1741,1ksb9,3,The Music Ninja,220,Proof,False,0.0,0.0
Deadmau5,6931,1d055,4,Your Music Radar,285,Double Life Of Mau5e (Skrillex Mix),False,0.0,0.333333333333
Throttle,1582,1ks3x,4,REMIX86,300,Next Big Thing (Original Mix),False,0.0,0.0
The Wanted,1080,1ks63,1,POP ON AND ON,342,Chasing The Sun (Mario Larrea Club Mix),False,0.0,0.0
Viceroy & WhiteNoize,2495,1kt18,10,Silence Nogood,332,Only Takes (Original Mix),False,0.0,0.0
Lana Del Rey,2117,1kr6z,25,Cougar Microbes,224,Blue Jeans feat. Azealia Banks (Smims&Belle Extended Remix),False,0.0,0.2
Joel Zimmerman,2413,1krb0,5,Your Music Radar,431,Closer Rev.2,False,0.0,0.0
Two Door Cinema Club,9150,11sem,8,Indie Shuffle,226,"Eat That Up, It's Good For You",True,0.666666666667,0.666666666667
LIL KIDS,2409,1m1ve,5,Dingus,196,Nobodies,False,0.0,0.0
The Twelves,1345,1m1d0,3,Revista Metrónomo,866,The Twelves | 08.05.2012,False,0.0,0.0
Ben Howard,4764,1m1ef,5,Cover Lay Down,273,Call Me Maybe (Carly Rae Jepsen Cover),False,0.0,0.0
Kill Paris,4306,1ky0n,8,touchez francais,259,Keep Your Secrets in Midnight City,True,0.0,0.0
emma louise,3856,1m13r,12,Let's Not Get Carried Away,274,Boy,False,0.0,0.0
Pretty Lights,4443,1m0jt,15,EARMILK,260,You Get High,True,0.0,0.0
Ghost Beach,3866,1m0a7,26,KEXP Blog,208,Miracle,False,0.0,0.0
Childish Gambino,3195,1kzn8,8,CHROMEMUSIC,141,Fuck Your Blog (feat. Flynt Flossy & Yung Humma),False,0.0,0.666666666667
Laidback Luke,3800,1kzfe,4,EARMILK,368,1234 Feat. Chuckie & Martin Solveig (Original Mix),True,0.0,0.0
M83,2524,1m0ab,52,Music For Ants,291,Graveyard Girl,False,0.0,0.0
Goldroom,12102,1m044,62,Buzzbands.LA,300,Fifteen (ft Chela),False,0.0,0.0
The Knocks,5156,1kzak,26,JayeL Audio Music,324,Learn To Fly,False,0.3,0.222222222222
Kindness,3797,1k8g5,44,Genre Confused,217,House,False,0.0,0.0
Active Child,1932,1kqq6,16,Indiehere,183,Hanging On (GRVRBBRS Remix),False,0.0,0.0
No Doubt,599,1ksgh,1,Duurt Lang,264,Don't Speak,False,0.0,0.0
Project 46,1172,1ktar,3,aerial noise,316,The Rift (Original Mix),False,0.0,0.0
Ewok Fur,594,1ks44,3,guerolitomusic,161,moving to antarctica sounds quite ok,False,0.0,0.0
Flux Pavilion,1466,1krp8,7,Salacious Sound,317,Daydreamer feat. Example (Jack Beats Remix),False,0.0,0.0
XV,1939,1ks0q,2,Et Musique Pour Tous,290,Pictures On My Wall,False,0.0,0.0
Feist,788,1krzh,1,This Is That Song,281,Secret Heart,True,0.0,0.0
Summer Heart,1909,1ks5c,1,Hilly Dilly,246,I Wanted You To Stay On the Other (Side),False,0.0,0.0
Bob Marley,4190,1ks6g,2,The Music Ninja,306,Sun Is Shining (Smoke Out Dubstep Remix),False,0.0,0.0
Hoodie Allen,10875,1kbc4,6,This Bonus Track,201,No Faith In Brooklyn (Feat. Jhameel),False,0.5,0.333333333333
Avicii feat. Salem Al Fakir,5845,1kbcn,3,EARMILK,392,Silhouettes (Original Vocal Mix),False,0.0,0.0
Amadou & Mariam,3038,1kbzc,6,the steely stylus,312,Je pense a toi,False,0.0,0.0
Felix Cartal,11523,1ksas,10,Chubby Beavers,201,Tonight (Original Mix) (feat. Maja Ivarsson from The Sounds),False,0.0,0.0
Greg Laswell,2387,1ks5y,1,POP ON AND ON,228,Come Back Down (feat. Sara Bareilles),False,0.0,0.0
Foster the People,3212,1kr1b,14,All Things Go,366,Don't Stop (Oliver Remix),False,0.0,0.0
Justice,5518,1eahn,34,Stoney Roads,271,Helix,False,0.333333333333,0.0
Neon Indian,17050,1ddwn,97,Vocododo,266,Polish Girl,True,0.0,0.0
The White Panda,21365,1ebcm,14,Silence Nogood,234,Midnight Life (Kanye West vs. M83),False,0.857142857143,0.5
T-Pain,4783,1e8a9,10,One A Day,281,5 O'clock (feat. Wiz Khalifa & Lily Allen),False,0.0,0.0
Chromeo,3239,1dfpn,27,Et Musique Pour Tous,231,When the Night Falls (feat. Solange Knowles) (Mayer Hawthorne Cover),True,1.0,0.4
Eric Prydz,5897,1erev,5,One A Day,448,2Night (Original Mix),True,0.0,0.0
J. Cole,3357,1egj6,9,Avenge the Virgins,190,Nobody's Perfect (feat. Missy Elliott),False,0.0,0.0
YONAS,2543,1dw12,1,Sunset in the Rearview,229,I Need A Dollar,False,0.0,0.0
Florence + The Machine,7716,1dwev,13,blahblahblahscience,333,What The Water Gave Me,False,0.5,0.5
Ke$ha,1213,1gff0,9,Minneapolis Fucking Rocks,293,"Sleazy Remix 2.0 - Get Sleazier (feat. Lil Wayne, Wiz Khalifa, T.I. & André 3000)",True,0.0,0.0
Swedish House Mafia,8049,1jphx,4,EARMILK,411,Greyhound (Original Mix),False,0.0,0.0
the horrible crowes,1854,1g64b,1,The New LoFi,291,sugar,True,0.0,0.0
Wale,4895,1ffz9,5,EARMILK,302,Ambition (feat. Meek Mill & Rick Ross),True,0.75,0.526315789474
Charlotte Gainsbourg,1236,1g6nk,5,Faded Glamour,229,Out Of Touch,True,0.0,0.0
Arion Dubstep,2112,1g5vx,1,Penned Madness,228,I'm Coming Home ( Diddy feat. Skylar Grey),False,0.0,0.0
Mashup-Germany,7740,1g7r0,7,Silence Nogood,245,Top of the Pops 2011 (What The Fuck),False,0.0,0.0
Birdy,6775,1fz31,13,The Morning After,309,1901 (Phoenix Cover),False,0.0,0.0
Mike Posner,4521,1g53y,8,Pick Up The Headphones,204,Looks Like Sex,False,0.0,0.0
Neko Case,11,1bgn6,1,Town Full of Losers,125,Misfire (Queen cover),False,0.0,0.0
Ryan Adams,7,1bem2,1,Largehearted Boy,319,Head Over Heels (Tears For Fears),False,0.0,0.0
Gym Class Heroes feat. Neon Hitch,4983,1gh6m,3,the burning ear,316,Ass Back Home (Black Cards Remix),False,0.0,0.0
The Rapture,3392,1epjs,18,Nashville Nights,388,How Deep Is Your Love (A-Trak Remix),True,0.0,0.0
Zeds Dead,20058,1e2kk,32,Muros de Absenta,184,Coffee Break,True,0.0,0.0
BASTILLE,15003,1fbqe,13,JayeL Audio Music,188,What Would You Do? (City High Cover),False,0.0,0.0
"Avicii,David Guetta,Special Features,Max'C,Pete Sweat",3639,1fg49,2,aerial noise,369,Avicii Ft Guetta - Sunshine Special Features ( Pete Sweat - I Found U In Sunshine ),False,0.0,0.0
Overnight Celebrity Thrill,4859,1f4xt,1,AudioCred,241,Wiz Khalifa feat. Twista & Kanye West,False,0.0,0.0
Jay-Z & Kanye West,3830,1f4am,10,Cougar Microbes,275,Niggas In Paris (feat. T.I.) (Remix),False,0.0,0.0
Volta Bureau,2875,1etbs,8,Dancing Astronaut,300,Alley Cat,True,0.0,0.0
Grouplove,9042,1f4xw,12,EARMILK,245,Colours (Xaphoon Jones Remix),False,0.0,0.0
Peter and Kerry,2484,1espa,5,New Music Collaborative,220,Knees,True,0.0,0.0
Drake & Waka Flocka,1711,1e9hp,14,EARMILK,259,Round of Applause,True,0.0,0.0
Howard Iceberg & The Titanics,1,1csa5,1,ninebullets,206,The Wrestler,True,0.0,0.0
David Guetta & Afrojack,5873,1dp5k,5,This Bonus Track,317,Lunar (Original Mix),False,0.0,0.0
The Devil Whale,40,1bptt,11,Tough Customer // Wire,228,Standing Stones,True,1.0,0.0
My Morning Jacket,10,1bx5q,1,Troubled Souls Unite,313,Movin Away (5.31.11),False,0.0,0.0
Ryan Adams,6,1bdkk,1,Cover Me,78,Caribbean Queen (Billy Ocean cover),False,0.0,0.0
William Elliott Whitmore,5,1berf,1,captain's dead,277,what u do,True,0.2,0.0
Caitlin Rose,14,1bxj3,4,Teenage Kicks,208,Faithless Love,False,0.0,0.0
Those Darlins,104,1aq2h,9,Rollo & Grady,220,Be Your Bro,True,0.0,0.0
William Elliott Whitmore,8,1berb,1,captain's dead,135,oh susanna,False,0.2,0.0
William Elliott Whitmore,4,1berc,1,captain's dead,182,diamond in my pocket,False,0.2,0.0
Ryan Adams,3,1bdkm,1,Cover Me,198,Brown Sugar (The Rolling Stones cover) (Band version),False,0.0,0.0
Joe Pug,4,1bdxz,1,Largehearted Boy,219,Speak Plainly Diana,False,0.0,0.0
Tinie Tempah,3335,1bc3v,2,First up!,212,Till I'm Gone (Feat. Wiz Khalifa),True,0.0,0.0
Ian McFeron,4,1bbds,1,Richmond Playlist,171,Good Morning (I'm Still Here),True,0.5,0.6
Ryan Adams,6,1bdk7,1,Cover Me,639,Dead Flowers (The Rolling Stones cover),False,0.0,0.0
William Elliott Whitmore,1,1bera,1,captain's dead,100,run johnny run,False,0.2,0.0
SebastiAn,1349,1bdm3,6,FYaCity,175,C.T.F.O. (feat. M.I.A),False,0.0,0.0
Santah,55,1awtf,4,Obscure Sound,267,White Noise Bed,False,0.0,0.0
Emmylou Harris,11,122mx,3,Cover Lay Down,245,Millworker (James Taylor cover),False,0.0,0.0
Townes Van Zandt,19,qdje,3,Carnival Saloon,196,To Live Is To Fly,False,0.0,0.0
Ian McFeron,8,1bbdx,1,Richmond Playlist,210,I'll Come Knockin',True,0.5,0.6
Keegan DeWitt,269,1b7px,7,The Wounded Jukebox,270,Thunder Clatter,True,1.0,1.0
Anthony Da Costa,18,1b93s,1,Cover Lay Down,336,Boots of Spanish Leather (Bob Dylan Cover),True,0.0,0.0
Ian McFeron,7,1bbdw,1,Richmond Playlist,210,Comfort In The Bottle,True,0.5,0.6
Jason Isbell & The 400 Unit,50,1atc2,4,ninebullets,229,Alabama Pines,True,0.0,0.0
O'Death,774,18kgj,43,SUCKA PANTS,135,Bugs,True,0.0,0.0
Keegan DeWitt,56,16s1w,3,guerolitomusic,298,Two Hearts (mp3),True,1.0,0.5
Ryan Adams,6,1bdk6,1,Cover Me,382,Lovesick Blues (Hank Williams cover),False,0.0,0.0
Ryan Adams,3,1bdkc,1,Cover Me,321,Sin City (The Flying Burrito Brothers cover),False,0.0,0.0
Southeast Engine,11,1a055,3,Music Savage,307,Adeline of the Applachian Mountains,False,0.0,0.0
William Elliott Whitmore,44,1bbvs,7,brooklynvegan,256,Everything Gets Gone,True,0.2,0.0
Caitlin Rose,23,19mrn,3,My Old Kentucky Blog,198,Shanghai Cigarettes (LaundroMatinee.com session),True,0.0,0.0
The Elected,57,1bbhp,7,Indie For Bunnies,232,Go For The Throat,True,0.0,0.0
Richard Buckner,4,1b90q,1,Hyperbolium,138,Traitor,True,0.0,0.0
Dawes,165,10hkx,9,The Ruckus,246,When My Time Comes,True,0.0,0.0
Band of horses,389,bj2x,12,Draw Us Lines,189,the general specific,True,0.0,0.0
The Devil Whale,76,19ad0,10,The Wheel's Still In Spin,224,9 Barracudas,True,1.0,0.0
The Moondoggies,20,18d25,7,Austin Town Hall,164,Track 01,True,0.0,0.5
William Elliott Whitmore,9,1berk,1,captain's dead,269,shotgun,False,0.2,0.0
Jason Isbell,4,1bemj,1,Berkeley Place,382,Hey Pocky Way (The Meters),False,0.25,0.363636363636
Virginia Dare,6,1bdww,1,For The Sake Of The Song,225,How Does It Feel,False,0.0,0.0
Ryan Adams,3,1bdjx,1,Cover Me,231,Saturday Night Special (Lynyrd Skynyrd cover),False,0.0,0.0
Ryan Adams,15,1bdk4,1,Cover Me,194,Dead Leaves and Dirty Ground (The White Stripes cover),False,0.0,0.0
Ryan Adams,13,1bdke,1,Cover Me,108,Asleep (The Smiths cover),False,0.0,0.0
Okkervil River,87,1adc0,9,Heartache with Hard Work,265,Rider,False,0.25,0.0
Ryan Adams,7,1bdkb,1,Cover Me,407,Rocket Man (Elton John cover),False,0.0,0.0
Caitlin Rose,10,197sq,2,Largehearted Boy,131,Marie (Randy Newman),False,0.0,0.0
Jason Isbell,7,1bemh,1,Berkeley Place,365,Atlantic City (Springsteen),False,0.25,0.363636363636
Jon Langford,11,1b7qh,6,Berkeley Place,257,Sentimental Marching Song,False,0.0,0.0
The Elected,6,1aavz,1,Everybody Taste,239,Go For The Throat,False,0.0,0.0
Peter Case,6,1achw,4,Largehearted Boy,246,Round Trip Stranger Blues,False,0.0,0.0
Monsters Of Folk,339,vmm7,13,surviving the golden age,174,Baby Boomer,False,0.0,0.0
Ryan Adams,9,1bdjd,3,Largehearted Boy,382,Expressway To Yr Skull %,False,0.0,0.0
Ryan Adams,40,tbe2,4,Cover Me,222,Like A Virgin (Madonna Cover),False,0.0,0.0
Ryan Adams,17,1bdjm,2,Fuzzy Logic,219,Sweet Home Alabama,False,0.0,0.0
Ryan Adams,12,1bdjc,1,Cover Me,123,Last Nite (The Strokes cover) (Solo Version),False,0.0,0.0
Ian McFeron,5,1bbdt,1,Richmond Playlist,243,Anna Behind The Veil,False,0.5,0.6
Ian McFeron,12,1bbdv,1,Richmond Playlist,316,Summer Nights,False,0.5,0.6
Ryan Adams,16,1bdjq,1,Cover Me,401,Helpless (Neil Young cover),False,0.0,0.0
Jeffrey Foucault,28,1bd94,4,Slowcoustic,293,Goners Most,False,0.0,0.0
Ryan Adams,9,1bdk5,1,Cover Me,441,A Song for You (Gram Parsons cover),False,0.0,0.0
Ryan Adams,6,1bdjp,1,Cover Me,402,Stella Blue (The Grateful Dead cover),False,0.0,0.0
Ryan Adams,3,1bdjv,1,Cover Me,195,You're Still on My Mind (Luke McDaniel cover),False,0.0,0.0
The Elected,141,1aasq,15,The Wheel's Still In Spin,212,Babyface,False,0.0,0.0
Ryan Adams,4,1bdjs,1,Cover Me,294,Hickory Wind (The Byrds cover),False,0.0,0.0
Ryan Adams,6,1bdjg,1,Cover Me,529,Come Down Easy (Spacemen 3 cover),False,0.0,0.0
Elliott BROOD,317,1b4px,17,Chromewaves,303,Northern Air,False,0.0,0.0
Richard Buckner,62,1b57r,22,My Aimz is True,313,Traitor,False,0.0,0.0
Ryan Adams,12,1bdjz,1,Cover Me,204,I Still Miss Someone (Johnny Cash cover),False,0.0,0.0
Ryan Adams,3,1bdka,1,Cover Me,171,Last Nite (The Strokes cover) (Band Version),False,0.0,0.0
Okkervil River,84,1bdj5,5,Captain Obvious,231,The Valley,False,0.25,0.0
Ryan Adams,13,1bdk2,1,Cover Me,280,Sweetest Decline (Beth Orton cover),False,0.0,0.0
Ryan Adams,4,1bdjt,1,Cover Me,245,Bitch (The Rolling Stones cover),False,0.0,0.0
The Moondoggies,166,17zay,19,The Music Ninja,349,What Took So Long,False,0.0,0.615384615385
Ryan Adams,7,1bdjr,1,Cover Me,363,Wharf Rat (Grateful Dead cover),False,0.0,0.0
Ryan Adams,7,a1n6,2,Popdose,154,Two,False,0.0,0.0
Ryan Adams,3,1bdk0,1,Cover Me,495,Brown Sugar (The Rolling Stones cover) (Solo version),False,0.0,0.0
Ryan Adams,6,1bdjk,1,Cover Me,147,Disco Duck Rap (Rick Dees and His Cast of Idiots cover),False,0.0,0.0
My Morning Jacket,29,1bd4p,1,Berkeley Place,365,Careless Whisper (Wham!),False,0.0,0.363636363636
Jason Isbell,4,1ba1q,1,Berkeley Place,195,Only Daddy That'll Walk the Line (Waylon Jennings cover) (Mike Dillon on vocals),False,0.25,0.363636363636
Alejandro Escovedo,3,1b8v4,1,Largehearted Boy,446,Like A Hurricane,False,0.0,0.0
Pusha T,1057,1a63q,3,earmilk,183,Open Your Eyes,False,0.0,0.0
My Morning Jacket,3932,1akfa,70,Shelter From the Norm,439,Circuital,False,0.0,0.0
Ryan Adams,8,1b8vc,1,Largehearted Boy,119,Nervous Breakdown (Black Flag),False,0.0,0.0
Anthony Da Costa,5,1b93v,1,Cover Lay Down,310,I'm Looking Through You (Beatles cover),False,0.0,0.0
Okkervil River,423,1a8rj,42,Chromewaves,206,Wake and Be Fine,False,0.25,0.5
My Morning Jacket,200,1bbhr,6,Chromewaves,228,1373 Holdin On To Black Metal (Radio Edit),False,0.0,0.5
Emalkay,895,1b5pj,2,embee music,291,Fabrication (Extended Mix),False,0.0,0.0
Childish Gambino,18970,190q4,30,EARMILK,215,Freaks & Geeks,False,0.0,0.526315789474
Austra,12527,18bt7,102,Audio Drums,270,Lose It,False,0.0,0.0
Jai Paul,10009,108jg,64,music is art,211,BTSTU,False,0.0,0.0
Afrojack,850,1b6qs,1,earmilk,259,Prututa,False,0.0,0.6
Alex Winston,1700,18c30,15,EARMILK,220,Locomotive,False,0.0,0.0
Benjamin Francis Leftwich,2420,14wvc,19,ShinyShinyNew,197,When You Were Young,False,0.0,0.0
Metric,12812,rppc,30,Off the Radar,263,Help I'm Alive (The Twelves Remix),False,0.666666666667,0.0
Robyn,6499,19jvd,21,From a High Horse,296,Call Your Girlfriend (Feed Me Remix),False,0.0,0.0
Drive-By Truckers,14,vjep,2,Bottom of the Glass,302,Lookout Mountain,True,0.0,0.0
Okkervil River,320,19p5w,32,Indie Rock Cafe,216,Wake and Be Fine,True,0.25,1.0
Keegan DeWitt,54,13smw,4,guerolitomusic,287,Hearts Beat Loud,True,1.0,0.5
My Morning Jacket,98,yj17,4,Football and Music,182,Blue Moon,True,0.0,0.0
Jolie Holland,63,1b7zm,14,This Is That Song,197,Gold and Yellow,True,0.0,0.0
Friendly Fires,11980,ma8d,124,EARMILK,464,Paris (feat. Au Revoir Simone) (Aeroplane Remix),True,0.0,0.0
Calvin Harris,11077,1b5g1,16,JayeL Audio Music,184,Bounce (feat. Kelis),False,0.0,0.0
Body Language,4332,19dre,22,Caveman Sound,319,Social Studies (Plastic Plates Remix),False,0.0,0.0
Bon Iver,6600,d6gc,51,Shelter From the Norm,401,Re: Stacks,False,0.0,0.0
Boy & Bear,4929,w0q8,28,The Dadada Music Blog,187,Mexican Mavis,False,0.0,0.0
The Dean's List,8803,1af10,10,Become Your Drum,153,Dear Professor,False,0.0,0.0
Jason Isbell,6,1ba1p,1,Berkeley Place,367,Into the Mystic (Van Morrison),True,0.25,0.363636363636
Deadmau5,1850,1baxw,1,Vacay Wave,443,Maths,False,0.0,0.25
Avicii ft. Salem Al Fakir,7086,1h189,3,Salacious Sound,358,Silhouettes (Original Mix),False,0.0,0.0
Martin Solveig feat. Dragonette,17915,158kj,19,Audio Drums,282,Hello (Original Mix),False,0.0,0.0
Big Sean,2646,1b93h,5,Avenge the Virgins,217,I Do It,False,0.0,0.0
Ellie Goulding,9973,1b9aq,9,aerial noise,269,Heartbeats (Cosmonaut Grechko edit),False,0.333333333333,0.0
The Catalina Rhyme Mixers,3722,1b8y2,3,Sunset in the Rearview,223,Nasa Drugs (Kanye West // Wale // Ratatat),False,0.0,0.0
Justice,1770,1afzn,3,I Love This Beat,304,Civilization (Neon Stereo Private Bootleg),False,0.333333333333,0.0
Foster The People,13146,1ba33,39,Lautstark,241,Call It What You Want,False,0.0,0.0
Ellie Goulding,7356,x1v7,13,earmilk,282,Under The Sheets (Baby Monster Remix),False,0.333333333333,0.6
e-dubble,3264,1b89w,4,This Bonus Track,320,Changed My Mind,False,0.0,0.0
Afrojack & R3hab,2310,1b6d9,2,Sheena Beaston,360,Aces High Prutata (Original Mix),False,0.0,0.0
Divide & Kreate,7300,18vtm,6,Oh My Rock,201,Crazy in the deep (Adele vs Gnarles Barkley),False,0.0,0.0
Eminem,6641,1b0s0,1,This Bonus Track,217,"A Drop In The Ocean (feat. Kanye West, Wiz Khalifa & Ron Pope)",False,0.333333333333,0.333333333333
Al Bizzare,4290,1b24j,1,Vacay Wave,285,Fresh Scream,False,0.0,0.0
Ayah Marar,1890,1a9z9,2,earmilk,222,Follow You (YOGI REMIX),False,0.0,0.0
Avicii,24371,1b6a2,29,Seattle in High Def,334,Levels (Original Mix),False,0.0,0.0
Band Of Horses,14322,19qx6,15,Et Musique Pour Tous,305,The Funeral (Butch Clancy Remix),False,0.0,0.4
Afrojack,4449,1b4ry,4,gottadancedirty,324,Pop On Acid,False,0.0,0.0
Amadou & Mariam,12320,1789c,31,djnodj,353,Sabali (Miike Snow Remix),False,0.0,0.666666666667
Sleigh Bells,10369,124sg,63,EARMILK,230,Rill Rill,False,0.0,0.0
Ellie Goulding,22544,1753q,21,Silence Nogood,281,Your Song (Blackmill Dubstep Remix),True,0.333333333333,0.5
The Black Keys,22226,10k0q,94,Indie Shuffle,210,Tighten Up,True,0.0,0.0
Arcade Fire,10860,13n5s,74,JP's Blog,326,Sprawl II (Mountains Beyond Mountains),False,0.5,0.25
Lupe Fiasco,23793,15xt6,28,No Genre,240,The Show Goes On,False,0.75,0.0
Bright Eyes,3681,17hp9,64,music is art,236,Shell Games,False,0.0,0.0
Caribou,16603,z73x,192,Le Limonadier,315,Odessa,False,0.0,0.0
Broken Bells,19010,y7dr,124,Delicieuse Musique,232,The High Road,False,0.0,0.0
Skrillex,4557,15wcb,14,I Love This Beat,204,Scary Monsters And Nice Sprites (Noisia Remix),False,0.0,0.0
BRITNEY SPEARS,1818,1ahex,2,Nashville Nights,227,Till the World Ends ( Bloody Beetroots Rmx ),False,0.0,0.0
California Wives,3084,19k2h,34,The Panic Manual,246,Tokyo,False,0.0,0.0
Red Hot Chili Peppers,6520,1aa3b,6,EARMILK,265,Can't Stop (Love & Light Dubstep Remix),False,0.0,0.0
Wolfgang Gartner feat. Will.I.Am,3181,1ahcr,6,The Wet Blog,220,Forever (Radio Edit),False,0.0,0.0
Avicii vs. Morgan Page and Lissie,9164,18cmr,5,EARMILK,431,The Longest Bromance (Iacabone Edit),False,0.0,0.0
Beastie Boys,6692,1aez0,63,The Dadada Music Blog,210,Make Some Noise,False,0.0,0.0
James Vincent McMorrow,13239,1ae4f,35,2 U I Bestow,205,We Don't Eat (Adventure Club Dubstep Remix),False,0.0,0.0
Of Monsters And Men,26215,179kx,71,Meadow Music,246,Little Talks,True,0.0,0.0
Xaphoon Jones,12186,1ab7h,14,Oh My Rock,179,The Jackson Pit,True,1.0,0.666666666667
Foster The People,18433,zwnr,77,Golden Bloggen,253,Pumped Up Kicks,False,0.0,0.0
Dr. Dre,5569,18jdc,3,Music-mashs Blog,284,I Need a Doctor (feat. Eminem),False,0.0,0.0
Afrojack,7499,17pca,3,This Bonus Track,480,Replica (Daft Punk Vs. Yelle Vs. Katy Perry Vs. Bloc Party Vs. Major Lazer),True,0.0,0.333333333333
Toro Y Moi,9767,17610,144,frenchysymphony,270,Still Sound,False,0.0,0.0
Cults,20102,102c2,224,Music For Ants,202,Go Outside,False,0.0,0.0
Wiz Khalifa,880,17pk5,1,the culture of me,221,This Plane (Sound Remedy remix),False,0.0,0.0
Hidetake Takayama,993,17pn7,1,Hilly Dilly,340,Sunset Song,True,0.0,0.0
Röyksopp,2931,pr7d,35,FYaCity,332,Happy Up Here (Boys Noize Remix),False,0.0,0.0
Zeds Dead,7337,12ec5,21,Silence Nogood,271,White Satin,False,0.0,0.5
The Tallest Man On Earth,6738,z7wd,117,Star Maker Machine,206,King of Spain,True,0.0,0.0
Robyn,12395,11aym,60,Listen Before You Buy,291,Dancing On My Own,False,0.0,0.0
Clockwork,1622,10gjx,5,surviving the golden age,241,Office Musik (Dwight K. Schrute vs Weezy F. Baby),False,0.0,0.25
Chiddy Bang,3205,155za,2,Silence Nogood,177,The Good Life (Prod. Pharrell Williams),False,0.666666666667,0.5
The White Panda,7701,1621k,7,Silence Nogood,172,Escape Day 'N' Nite (Kid Cudi // Tiesto),True,0.857142857143,0.5
iSquare,7240,15v9c,10,The World Forgot,324,HEY SEXY LADY (SKRILLEX REMIX),False,0.0,0.0
Gorillaz,2077,17nvy,10,earmilk,206,Revolving Doors,False,0.0,0.0
Cee-Lo Green,17482,1618f,67,Another Dying Art Form,225,Fuck You,False,0.0,0.0
Lady Gaga,2407,11x0p,5,Ants in My Trance,377,Alejandro (Skrillex Club Mix),False,0.0,0.0
Skrillex,8822,162dq,15,Friends From Far,297,Kill Everybody (Original Mix),False,0.0,0.5
Class Actress,2641,1e85t,43,Thought on Tracks,242,Weekend,True,0.0,0.0
Camo & Krooked,1964,1espe,3,AudioCred,250,Far Away,True,0.0,0.0
"Nervo (Afrojack, Steve Aoki & Cheyenne Giles Edit)",5336,1dwf0,4,D SQUARED,436,We're All No One,True,0.0,0.0
Klangkarussell,14345,1jgv0,17,The Music Ninja,360,Sonnentanz,True,0.0,0.0
Lupe Fiasco,2521,1g5hj,1,blahblahblahscience,406,"Super Cold (Raak Remix) (Feat. Ab-Liva, Asaad & Gilbere Forte)",True,0.75,0.5
Odjbox,4507,1g60h,1,Music For Morons,190,Birmingham,True,0.0,0.0
Saukrates,1879,1fg3p,2,The Music Ninja,170,Say I,True,0.0,0.0
Hoodie Allen,2948,1d7tj,5,The Jackplug,196,Song For An Actress,True,0.5,0.5
Galapaghost,3645,16nnm,16,the steely stylus,187,Never Heard Nothin',True,0.0,0.0
Hoodie Allen,3648,18a02,7,The Smoking Section,197,Dreams Up,True,0.5,0.0
Mark Ronson And The Business Intl,1869,15562,8,AWmusic,265,The Bike Song (feat. Kyle Falconer & Spank Rock),True,0.0,0.0
Jason Isbell,4,1ba1n,1,Berkeley Place,288,Psycho Killer (Talking Heads),True,0.25,0.363636363636
A-Trak,540,12138,1,First up!,220,O Let's Overdo It,True,0.0,0.0
David Dallas,2262,11whf,7,JayeL Audio Music,202,Til Tomorrow,True,0.0,0.0
Outkast,662,120m5,2,One A Day,359,Spottieottiedopaliscious,True,0.0,0.0
Shwayze,2240,121jz,2,Discobelle,237,Buzzin' (DJ Skeet Skeet & Cory Nitta Remix),True,0.0,0.0
Kings of Convenience,3304,tgsm,20,Delicieuse Musique,221,Boat Behind,True,1.0,0.333333333333
Eminem,7295,12gk7,7,AWmusic,264,Love the Way You Lie (Feat. Rihanna),True,0.333333333333,1.0
The White Panda,5657,12bjt,10,Seattle in High Def,170,The Next Starf*cker (Snoop & Dre meet Starfucker),True,0.857142857143,0.0
Cee Lo Green,2472,12ewk,4,the burning ear,239,What Part Of Forever,True,0.0,0.0
Andre 3000 (Feat. Norah Jones),1510,121k0,1,Avenge the Virgins,157,Take off your cool,True,0.0,0.0
CocoRosie,420,hv6n,2,The New Montreal,181,Sunshine,True,0.0,0.0
Wait What,1247,14d3j,2,Sunset in the Rearview,211,i gotcha right moves (lupe fiasco vs. onerepublic),True,1.0,0.5
Wait What,2698,14fp8,3,the burning ear,274,got urself an electric gun (nas vs mgmt & justice),True,1.0,0.625
The Jimi Hendrix Experience,802,11ngk,2,indie shuffle,408,Like A Rolling Stone (Bob Dylan Cover),True,0.0,0.0
Deadmau5,11137,11p39,13,Intentional Independent Inspiration,447,Some Chords (Original Mix),True,0.0,0.0
WTF?! & dead prez,696,140t3,2,earmilk,336,It's Bigger Than Hip Hop (Sidney Samson Remix),True,0.0,0.0
Cassius,721,143rp,1,Why FuKK When You Can Dance,142, I 3 U So,True,0.0,0.0
Professor Green,1452,13ymc,2,Kick Kick Snare,288,Just Be Good To Green (Joker Vocal Remix),True,0.0,0.0
Tim Gunter,3441,14146,1,musical pairings @ eating/sf,265,"Ghosts 'N Money feat. Deadmau5, Drake, Birdman and Lil Wayne",True,0.0,0.0
Gangstarr,2665,12mkz,1,Silence Nogood,178,Work,True,0.0,0.0
