artist,dateposted,loved_count,mediaid,posted_count,sitename,time,title,tag
Nadine Shah,1433764169,67,29jjj,17,Little Indie Blogs,284,Fool,singer-songwriter
Jose Gonzalez,1433786461,170,2b2w6,15,Northern Transmissions,453,Let It Carry You (Holy Ghost! Remix),singer-songwriter
Tei Shi,1434148817,11871,273h1,89,Music Like Dirt,291,Bassically,singer-songwriter
Elderbrook,1433490133,31,2bq2p,1,Breaking More Waves,207,Going feat. Kweku Collins,singer-songwriter
Chad VanGaalen,1433504528,111,227ff,25,Noonday Tune,306,Where Are You?,singer-songwriter
Patrick Watson,1433443389,1518,29qbw,24,Indeflagration,218,Love Songs For Robots,singer-songwriter
Owen,1433449705,3,2bprm,1,The Deli Magazine,165,Anchor (Originally By Into It. Over It.),singer-songwriter
Robert Pollard,1433441690,15,29k4y,6,Overblown Webzine,167,UP AND UP AND UP,singer-songwriter
The Tarantula Waltz,1433437225,12,2an26,5,Meadow Music,203,Lynx,singer-songwriter
The Tarantula Waltz,1433437219,1,2bpky,1,Meadow Music,199,The Leaning Apple Tree,singer-songwriter
Binoculers,1433360743,6,2ast5,3,One Chord to Another,260,Bow And Arrow,singer-songwriter
Little Children,1433376429,28,2b06b,4,When You Motor Away,185,Song #4,singer-songwriter
Andreya Triana,1433517370,109,2a55v,4,Indie Shuffle,217,Gold (Fakear Remix),singer-songwriter
Beirut,1433518128,2431,2bmpp,2,EUPHORIA. Magazine,171,No No No,singer-songwriter
Matthew McNeal,1433513240,7,2ade3,2,50thirdand3rd,186,Alonely,singer-songwriter
Matthew McNeal,1433513234,4,29mah,2,50thirdand3rd,205,Lost and Found,singer-songwriter
Matthew McNeal,1433513225,5,2bq8m,1,50thirdand3rd,263,Mother,singer-songwriter
Matthew McNeal,1433513246,12,2av9n,2,50thirdand3rd,230,Imaginary Friend,singer-songwriter
Little Children,1433505386,6,2bq6j,1,Meadow Music,237,Traveling Through Darkness feat. Titiyo,singer-songwriter
Royal Holland,1433509221,5,2bq7d,1,Insomnia Daily Dose,309,Flamingo,singer-songwriter
Lowell,1433501765,2104,2586j,20,Nothing but hope and passion,203,I Love You Money ,singer-songwriter
Little Children,1433505380,17,2b9gr,3,Meadow Music,237,We're Falling,singer-songwriter
Patrick Watson,1433443396,658,2a9aw,14,Indeflagration,304,Places You Will Go,singer-songwriter
