loved,posted_count,loved_count,artist_index_mod,speechiness,loudness,artist,title,sitename,mediaid,site_index_mod,tagsum_tree,tagsum_tree_raw
TRUE,0.125560538,0.139796268,0,0.03843,0.462917003,jackgarratt,Weathered,ravechild,2c3mc,0,0.4,4
TRUE,0.165919283,0.214155984,0,0.079184,0.789391666,gallant,Weight In Gold,UNCANNY,2c3pf,0,0.8,8
TRUE,0.103139013,0.253586376,0,0.06916,0.695255685,ohwonder,Landslide,ALIAT,2c48m,0,0.4,4
FALSE,0.058295964,0.09820747,0,0.072985,0.800790719,safia,Embracing Me,The Record Stache,2c4j9,0,0.7,7
FALSE,0.094170404,0.034481851,0,0.057233,0.738456655,disclosure,Holding On (Julio Bashmore's Elevated Mix),strictlysocial,2c5m5,0,0.3,3
TRUE,0.01793722,0.138664421,0,0.051962,0.863471084,thegriswolds,If You Wanna Stay (The Rooftop Boys Remix),Write.Click.Cook.Listen ,2c6am,0,0.5,5
FALSE,0.156950673,0.023847753,0,0.025885,0.76304398,ought,Beautiful Blue Sky,Overblown Webzine,2c6pn,0,0.3,3
FALSE,0.01793722,0.007185912,0,0.043813,0.604957867,jackj,Thirstin',ERRANT,2c6q3,0,0.3,3
FALSE,0.139013453,0.126503646,0,0.047138,0.664088653,chinah,away from me,Musicgeeks,2c6q7,0,0,0
FALSE,0.076233184,0.074254429,0,0.043386,0.777444303,gordi,Can We Work It Out,art felicis,2c6s3,0,0.1,1
TRUE,0.040358744,0.127767103,0.833333333,0.086111,0.776405402,ratatat,NIGHTCLUB AMNESIA,We All Want Someone To Shout For,2c6s7,0.5,0.4,4
TRUE,0.031390135,0.225711353,0,0.053732,0.79213321,avicii,Waiting For Love (Autograf Remix),West Coast Fix,2c6ye,0,0.5,5
FALSE,0.080717489,0.091679608,0,0.043154,0.728154219,laurel,Blue Blood,Kick Kick Snare,2c718,0,0.2,2
TRUE,0.035874439,0.125635019,1,0.2437,0.84185617,kos,Crucify,"Quick, Before It Melts.",2c856,0,0.4,4
TRUE,0.031390135,0.027743413,0,0.03793,0.717938359,holyholy,Sentimental And Monday,Turntable Kitchen,2c8dr,0,0.5,5
FALSE,0.076233184,0.104393146,0,0.079936,0.672919312,majidjordan,My Love feat. Drake,Grooves 'N Jams,2c8tv,0,0.5,5
FALSE,0.004484305,0.068200363,0,0.056516,0.782234792,thomasjack,Rivers,Dancing Astronaut,2c8w1,0.3,0.1,1
FALSE,0.01793722,0.032297123,0,0.042459,0.736234561,hotchip,Need You Now (Moonlight Matters remix),gottadancedirty,2c8za,0,0.5,5
TRUE,0.031390135,0.065410229,0,0.037438,0.768065335,hermitude,The Buzz feat. Mataya & Young Tapz (Sweater Beats Remix),Never Radio,2c9xp,0,0.5,5
FALSE,0,0.015161486,0,0.034782,0.684520374,youthlagoon,The Knower,Side One Track One,2ca75,0,0.4,4
FALSE,0.067264574,0.039061883,0,0.026864,0.703566894,daywave,Headcase,Punch Magazine,2ca8d,0,0.7,7
FALSE,0.121076233,0.017161959,0,0.037408,0.80148332,dillydally,Desire,Escafandrista Musical,2caag,0,0.3,3
FALSE,0.152466368,0.032586665,0,0.035971,0.721141637,macdemarco,I've Been Waiting For Her,"Quick, Before It Melts.",2cagm,0,0.4,4
FALSE,0.035874439,0.088599932,0,0.086959,0.725730117,savannahouten,Boys (Golden Coast Remix),CLICK AND LISTEN IT,2cb89,0,0.3,3
FALSE,0.174887892,0.1987576,0,0.056951,0.780820732,chvrches,Leave A Trace,Sounds Good To Me Too,2cbmq,0,0.5,5
FALSE,0.035874439,0.078465952,0,0.069146,0.734878218,bagraiders,Waterfalls,art felicis,2cbrq,0,0.5,5
FALSE,0.040358744,0.075649496,0,0.049834,0.881825003,iconapop,First Time,Indie Music Filter,2cbsb,0,0.8,8
FALSE,0.031390135,0.038403832,0,0.042788,0.745757821,cruisr,Throw Shade,Idolator,2cc6v,0,0.3,3
FALSE,0.01793722,0.066700008,0,0.053091,0.843501097,jrjr,Gone,You Hear That?!?,2ccdn,0,0,0
FALSE,0.085201794,0.104103603,0,0.0471,0.795249913,foals,Mountain At My Gates,Noonday Tune,2cdfq,0,0.5,5
FALSE,0.062780269,0.117633124,0,0.086149,0.831871176,rationale,Fuel to the Fire,Vehlinggo,2cdfr,0,0.1,1
FALSE,0.00896861,0.067410703,0,0.029275,0.349388203,kurtvile,Pretty Pimpin,Indie Shuffle,2ce4k,0,0.5,5
TRUE,0.116591928,0.04890632,0,0.032256,0.834381854,purebathingculture,Pray For Rain,Indie30,2ceh0,0,0.5,5
FALSE,0.00896861,0.08636256,0,0.064074,0.83868175,krewella,Somewhere To Run (Lost Kings Remix),POP ON AND ON,2cfm9,0,0.2,2
TRUE,0.013452915,0.211181596,0,0.060113,0.842981646,kaskade,Disarm You feat. Ilsey,Never Radio,2cfw3,0,0.5,5
TRUE,0.098654709,0.025637651,0,0.039871,0.835420755,thespintoband,Oh Mandy,The Opening Acts,2ywv,0,0.8,8
TRUE,0.116591928,0.028954226,0,0.029341,0.680509062,billybraggwilco,California Stars,Across The Kitchen Table,30xf,0,0.4,4
TRUE,0.278026906,0.107920297,0,0.02997,0.669196583,sufjanstevens,Chicago,T S U R U R A D I O,34d8,0,0.7,7
TRUE,0.367713004,0.177515727,0,0.038269,0.749365116,peterbjornandjohn,Young Folks,Indie Shuffle,3m88,0,1,10
TRUE,0.071748879,0.046405728,1,0.058145,0.87712109,oasis,Don't Look Back in Anger,Popdose,45qw,0,0.6,6
TRUE,0.125560538,0.347082204,1,0.164622,0.673496479,phoenix,If I Ever Feel Better,One A Day,4jcp,0.75,0.8,8
TRUE,0.188340807,0.206575242,0.833333333,0.064593,0.742208242,ratatat,Seventeen Years,TheMusic.FM,4t74,0,0.7,7
TRUE,0.040358744,0.077334105,1,0.047748,0.803993997,kos,Sunday Morning,Auditor Records,5f4j,0,0.4,4
TRUE,0.071748879,0.088626254,0,0.378304,0.541065451,loureed,Walk On The Wild Side,J(am) of the Day,5fwm,0,0.5,5
TRUE,0.062780269,0.012924114,0,0.057788,0.758917234,badlydrawnboy,Once Around The Block,Music For Kids Who Can't Read Good,5q52,0,0.8,8
TRUE,0.34529148,0.163538733,0,0.029837,0.738168071,beirut,Postcards From Italy,Stereofox,6fnn,0,0.6,6
TRUE,0.040358744,0.079545155,0,0.273145,0.751991227,aesoprock,Daylight,katarokkar,6k70,0,0.6,6
TRUE,0.130044843,0.187096944,0,0.029305,0.810515988,modestmouse,Float On,The Music Ninja,6ts0,0,0.7,7
TRUE,0.313901345,0.126135137,1,0.036351,0.810804571,arcadefire,Wake Up,Minored In Music,8anb,0,0.6,6
TRUE,0.062780269,0.108315127,1,0.033445,0.645042133,otisredding,(Sittin' On) The Dock Of The Bay,THE VINYL VILLAIN,8fyp,1,0.3,3
TRUE,0.179372197,0.169303256,0,0.028033,0.769594829,coconutrecords,West Coast,Side One Track One,91z5,0,0.6,6
TRUE,0.02690583,0.025716617,0,0.031115,0.711185502,therollingstones,Gimme Shelter,Inyourspeakers Media,9726,0,0.2,2
TRUE,0.130044843,0.119423021,0,0.036205,0.603053215,devotchka,How It Ends,The Ruckus,98wz,0,0.4,4
TRUE,0.022421525,0.014345503,0,0.027137,0.716668591,johnnycash,One,THE VINYL VILLAIN,9rbd,0,0.4,4
TRUE,0.080717489,0.33610592,0,0.147172,0.801165878,atmosphere,Sunshine,surviving the golden age,an3p,0,0.4,4
TRUE,0.00896861,0.014477113,1,0.036312,0.687492785,blur,Coffee & TV,Scottish Friction,b1wn,0,0.4,4
TRUE,0.197309417,0.027875023,0,0.1017,0.754386471,holyfuck,Lovely Allen,djnodj,b6t2,0,0.3,3
TRUE,0.224215247,0.218314864,1,0.028695,0.84644465,bandofhorses,No One's Gonna Love You,Chromewaves,bfyh,1,0.6,6
TRUE,0.049327354,0.010186623,1,0.028125,0.782119358,bandofhorses,the general specific,Draw Us Lines,bj2x,0,0.7,7
TRUE,0.067264574,0.097602064,0,0.048702,0.653353342,yaelnaim,New soul,Bridging The Verse,c26m,0,0.4,4
TRUE,0.013452915,0.014792977,1,0.031508,0.748297357,phoenix,One Time Too Many,AWmusic,c520,1,0.8,8
TRUE,0.089686099,0.035008291,1,0.07816,0.781888491,chromeo,Bonafied Lovin (YUKSEK remix),Trashbag Kids,c53c,0,0.5,5
TRUE,0.282511211,0.168276697,0.666666667,0.034954,0.842058178,mgmt,Electric Feel,Indie Rock Cafe,cr02,1,0.6,6
FALSE,0.30044843,0.148587823,0.666666667,0.027849,0.695082535,mgmt,Kids,Unpiano,dqmq,0,0.9,9
TRUE,0.085201794,0.026874786,0,0.081544,0.838306591,loscampesinos!,You! Me! Dancing!,Gigantic,e1e5,0,0.4,4
TRUE,0.089686099,0.064883788,0,0.027028,0.749971142,ofmontreal,Jimmy,Music From Go to Whoa,ec8e,0,0.2,2
TRUE,0.031390135,0.005817167,0,0.285273,0.458963408,theknux,Cappuccino,katarokkar,eq50,0,0.3,3
TRUE,0.165919283,0.037219341,0.833333333,0.033761,0.689657163,ratatat,Shiller,JP's Blog,gq27,1,0.6,6
TRUE,0.112107623,0.024242584,0,0.034353,0.820414406,lykkeli,"I'm Good, I'm Gone (Black Kids Remix)",the burning ear,gywz,0.777777778,0.6,6
TRUE,0.067264574,0.025742939,0.833333333,0.107509,0.806389242,ratatat,Falcon Jab,The New Montreal,gz5r,1,0.6,6
TRUE,0.02690583,0.036798189,0,0.046146,0.700911924,mylo,Paris Four Hundred (Etienne De CrÌ©cy Remix),amix music,gzpz,0,0.5,5
TRUE,0.183856502,0.335895344,1,0.035323,0.81804802,pnau,Baby (Breakbot Remix),Sunset in the Rearview,hcr9,0.545454545,0.7,7
TRUE,0.156950673,0.067489669,0,0.042801,0.8229828,ladyhawke,Paris Is Burning (Cut Copy Remix),JayeL Audio Music,hd6m,0,0.9,9
TRUE,0.067264574,0.017161959,1,0.039162,0.827426988,beck,Gamma Ray,Turntable Kitchen,hnkf,0.5,0.6,6
TRUE,0.040358744,0.006054065,1,0.031973,0.74823964,beck,Modern Guilt,Radio Free Chicago,hs1h,0,0.6,6
FALSE,0.089686099,0.044773762,0,0.065937,0.792768094,lykkeli,Little Bit (CSS Remix),Mixtape Riot,hs2v,0,0,0
TRUE,0.004484305,0.011028928,0,0.052934,0.325435761,cocorosie,Sunshine,The New Montreal,hv6n,0,0.5,5
FALSE,0.067264574,0.017898976,0,0.030369,0.768209627,ladytron,Seventeen (Soulwax Mix),djnodj,j34k,0,0.6,6
TRUE,0.031390135,0.056829249,0,0.033308,0.812276348,keedz,Stand On The Word,Et Musique Pour Tous,j3d2,0,0.3,3
TRUE,0.067264574,0.530546708,1,0.140897,0.723219439,kidcudi,The Prayer,The New LoFi,j3n8,0.833333333,0.3,3
TRUE,0.085201794,0.040851781,0,0.284533,0.777646312,thekills,Cheap and Cheerful (SebastiAn Remix),Friends by Far,je9g,0,0.1,1
TRUE,0.197309417,0.088889474,0,0.186251,0.526838278,kingsofleon,Sex On Fire,indie rocker revolution,jgex,0,0.4,4
TRUE,0.143497758,0.045194915,0,0.142943,0.297414291,whitelies,Death (Crystal Castles Remix),Indie Today,jtsc,0,0.5,5
FALSE,0.282511211,0.076623411,0,0.03708,0.703018585,blitzentrapper,Black River Killer,scruffy the yak,k47r,0,0.5,5
TRUE,0.215246637,0.220499592,0,0.05617,0.750865751,chairlift,Bruises,The New LoFi,kabk,0,0.6,6
TRUE,0.116591928,0.088626254,1,0.027559,0.737937204,vampireweekend,Ottoman,We All Want Someone To Shout For,kjm4,0.5,0.1,1
TRUE,0.224215247,0.163275513,0,0.031555,0.836171072,heychamp,Cold Dust Girl,We Are Noise,kq1z,0,0.6,6
TRUE,0.022421525,0.012608249,0,0.03232,0.770864597,lightson,John And Anne,5 Acts,kt7a,0,0.1,1
TRUE,0.372197309,0.336342818,1,0.03402,0.807370426,mattkim,Daylight,Noonday Tune,mqap,0.25,0.5,5
TRUE,0.040358744,0.016556553,0,0.035626,0.738745238,solidgold,Who You Gonna Run To?,Both Sides of the Mouth,mrhv,0,0.4,4
TRUE,0.013452915,0.005711879,0,0.030589,0.680393628,fleetfoxes,Mykonos,Misspeak Music,mswq,0,0.7,7
TRUE,0.004484305,0.048090337,0,0.049001,0.772538382,noahandthewhale,5 Years Time,the OCMD,mxq0,0,0.4,4
TRUE,0.022421525,0.017635756,1,0.045709,0.481501789,frankmusik,3 Little Words,JayeL Audio Music,n5pa,0.277777778,0.5,5
TRUE,0.228699552,0.243031244,0,0.170035,0.596184924,mumfordsons,Little Lion Man,The Blue Walrus,n6m3,0,0.4,4
TRUE,0.103139013,0.0294017,1,0.036802,0.704721228,feverray,If I Had A Heart (Fuck Buttons Remix),The 405,p6r0,0.25,0.5,5
TRUE,0.022421525,0.019715196,0.833333333,0.132708,0.741804225,ratatat,Mirando (Animal Collective remix),The ill-ec-tro-nic,p8gq,0,0.1,1
TRUE,0.094170404,0.1532205,0,0.040601,0.727721344,thewhitestboyalive,1517,SLOANE RANGER,p8k5,0,0.5,5
TRUE,0.121076233,0.081098155,0,0.048638,0.542392935,rÌ¦yksopp,Happy Up Here,JP's Blog,pdpr,1,0.4,4
TRUE,0.02690583,0.007817641,0,0.051926,0.715773981,andrewbird,"Not A Robot, But A Ghost",_¢_¥_Ê_Õ _©_Ô_»,pe12,0,0.5,5
TRUE,0.044843049,0.0132663,0,0.099059,0.54389357,royksopp,Happy Up Here (Datassette Remix),Mp3 Medication,ptrz,0,0.4,4
TRUE,0.013452915,0.006027743,0,0.029272,0.585305321,mward,Hi-Fi,Loft And Lost,q3ke,0,0.5,5
TRUE,0.121076233,0.337527309,1,0.048381,0.461474085,vampireweekend,The Kids Don't Stand A Chance,Sunset in the Rearview,q66h,0.545454545,0.8,8
TRUE,0.035874439,0.032297123,0,0.029753,0.748499365,obadiahparker,Hey Ya,CHROMEMUSIC,qbbg,0,0.5,5
TRUE,0.349775785,0.319022926,1,0.114084,0.323300242,miikesnow,Animal,8106,qc6a,0,0.8,8
FALSE,0.00896861,0.000473796,0,0.059411,0.625043288,townesvanzandt,To Live Is To Fly,Carnival Saloon,qdje,0,0.5,5
TRUE,0.094170404,0.136163828,1,0.033733,0.698458963,phoenix,Love Like a Sunset,Friends From Far,qmdh,1,0.9,9
TRUE,0.618834081,0.360927588,1,0.046549,0.453162877,phoenix,1901,Ca Va Cool,qp90,0,0.9,9
TRUE,0.524663677,0.246558395,0,0.028483,0.787862172,grizzlybear,Two Weeks,said the gramophone,qp9f,0,0.7,7
TRUE,0.273542601,0.128425153,1,0.042668,0.755367656,passionpit,The Reeling,The New LoFi,qxfq,0.833333333,0.8,8
TRUE,0.30044843,0.081177121,0,0.154396,0.719612144,whiterabbits,Percussion Gun,Chromewaves,r37c,0,0.5,5
TRUE,0.053811659,0.161248717,1,0.177907,0.569923814,kos,I Wish I Knew Natalie Portman,Music For Kids Who Can't Read Good,r65a,1,0.3,3
TRUE,0.044843049,0.033718512,0,0.033606,0.583833545,ponyponyrunrun,Hey You,Faronheit,rbgk,0,0.7,7
TRUE,0.291479821,0.227290674,1,0.041433,0.823617684,passionpit,Little Secrets,Indie Shuffle,rkfh,0.47826087,0.6,6
TRUE,0.174887892,0.134452897,1,0.340595,0.755223364,discovery,Osaka Loop Line,music islands,rknb,1,0.5,5
TRUE,0.224215247,0.145402859,1,0.063655,0.725268383,phoenix,Lisztomania (Classixx Version),deepbeep,rp9h,0,0.8,8
TRUE,0.02690583,0.060988129,1,0.031004,0.803618839,passionpit,Let Your Love Grow Tall,melophobe,rtw7,1,0.7,7
TRUE,0.080717489,0.026743176,0,0.030158,0.66290546,thephenomenalhandclapband,Baby,Tympanogram,ry1x,0,0.3,3
TRUE,0.116591928,0.055197284,1,0.054203,0.465052522,phoenix,Lisztomania,The Indie Music Database,s486,0,0.8,8
TRUE,0.085201794,0.096549183,0,0.465125,0.740563315,boysnoize,Jeffer,Salacious Sound,scx3,0,0.5,5
TRUE,0.040358744,0.033113106,0,0.042608,0.763592289,frenchhornrebellion,Beaches and Friends (Hey Champ Remix),POSTMUSIC,sh97,0,0.2,2
TRUE,0.134529148,0.242399516,1,0.035422,0.728558236,miikesnow,Silvia,Side One Track One,shb4,0.5,0.6,6
TRUE,0.053811659,0.273906978,1,0.034197,0.760619878,miikesnow,Song for No One,This Bonus Track,shb9,0.5,0.7,7
TRUE,0.260089686,0.166960596,0,0.032535,0.846386933,generationals,"When They Fight, They Fight",Austin Town Hall,sk35,0,0.4,4
TRUE,0.040358744,0.020373246,0.4,0.0629,0.743564585,theknocks,Can't Shake Your Love,Cities of the Plain,skyq,0,0.5,5
TRUE,0.062780269,0.156800295,1,0.116063,0.728096502,discovery,Swing Tree,The Panic Manual,smgf,1,0.4,4
TRUE,0,0.001026559,0,0.084066,0.674766247,bedroomwalls,Somewhere In Newhall,Knox Road,sps5,0,0.2,2
TRUE,0.004484305,0.002026796,0,0.034968,0.69868983,saxonshore,Nothing Changes,Happy Days Are Here Again,sq3a,0,0.1,1
TRUE,0,0.0044221,0,0.034646,0.581092,lemonjelly,His Majesty King Raam,Blog Rockin' Peet,sqjv,0,0.5,5
TRUE,0,0.004711642,0,0.057944,0.786823271,thegossip,For Keeps,Mola Super Poco,sqnx,0,0.5,5
TRUE,0.174887892,0.096022742,1,0.186863,0.786563546,discovery,So Insane,Indieball,sqpk,1,0.6,6
TRUE,0.139013453,0.058803401,0,0.044793,0.76956597,delorean,Deli,All Things Go,ssda,0,0.6,6
TRUE,0.547085202,0.213340002,0.333333333,0.137475,0.814411867,thedrums,Let's Go Surfing,Austin Town Hall,stqx,1,0.7,7
TRUE,0.040358744,0.326814245,0,0.087536,0.695197968,mstrkrft,Heartbreaker (feat. John Legend),Indie Shuffle,syn4,0.47826087,0.4,4
TRUE,0.116591928,0.28082967,0.333333333,0.037855,0.451373658,florencethemachine,Cosmic Love,Friends From Far,t5hf,1,0.8,8
TRUE,0.02690583,0.138822353,1,0.224014,0.776232252,miikesnow,In Search Of,ilictronix,t5nj,1,0.7,7
TRUE,0.022421525,0.01379274,0,0.038704,0.628823733,dantheautomator,Rapper's Delight (Van She Tech remix),Sundtrak,t6f6,0,0.1,1
TRUE,0.013452915,0.02471638,1,0.087713,0.858045712,rjd2,Good Times Roll Pt 2,The MusicFile,t7ng,0,0.5,5
TRUE,0.02690583,0.015687926,1,0.1061,0.809044211,theheavy,Sixteen,omgdelicious!,t7pw,0,0.2,2
TRUE,0.058295964,0.044800084,0,0.079779,0.758513217,madvillain,Money Folder (Four Tet Remix),Indie Shuffle,t9w2,0,0.5,5
TRUE,0,0.003000711,0,0.059058,0.627553965,reginaspektor,Blue Lips,WeHeartMusic,t9ws,0,0.7,7
TRUE,0.01793722,0.008054539,0,0.094755,0.766362692,alexmetric,Shirley You Can't Be Serious,funkism,t9ww,0,0.2,2
TRUE,0,0.006580506,0.666666667,0.063339,0.709021124,mgmt,Destrokk,The 405,tb9n,0.25,0.9,9
TRUE,0.533632287,0.688057698,0,0.03444,0.474979799,edwardsharpethemagneticzeros,Home,The 'Spill,tedp,0,0.8,8
TRUE,0.053811659,0.031454818,0.75,0.054767,0.56083343,kingsofconvenience,Mrs. Cold,Pigeons and Planes,tefc,0.75,0.4,4
TRUE,0.071748879,0.017214603,0,0.066683,0.768959945,atlassound,Walkabout,djnodj,texx,0,0.2,2
TRUE,0.085201794,0.087046932,0.75,0.029046,0.602822348,kingsofconvenience,Boat Behind,Delicieuse Musique,tgsm,0.5,0.5,5
TRUE,0.013452915,0.099549893,0,0.189486,0.713032437,publicenemy,He Got Game,The Music Ninja,tjvw,0,0.4,4
TRUE,0.013452915,0.009291674,0,0.109944,0.696612028,kineticstereokids,Twisted Thoughts,Obscure Sound,tn1m,0,0.5,5
TRUE,0.071748879,0.136848201,0.75,0.052364,0.652199007,kingsofconvenience,I Don't Know What I Can Save You From (RÌ¦yksopp Remix),Et Musique Pour Tous,tqc7,0.833333333,0.6,6
TRUE,0.00896861,0.004079914,0,0.028159,0.728327369,julianplenti,Only If You Run,The Pigeon Post,tvpf,0,0.4,4
TRUE,0.00896861,0.014661367,0.75,0.028586,0.500577167,kingsofconvenience,I Don't Know What I Can Save You From,The Digital Outhouse,tw2n,1,0.6,6
TRUE,0.004484305,0.011371114,0,0.103224,0.83267921,acidgirls,Wake Up (feat. Frankmusik),the burning ear,ty1e,0,0.3,3
TRUE,0.004484305,0.013740096,1,0.032877,0.700190465,miikesnow,Animal (Fred Falke Remix),the burning ear,v4va,0.777777778,0.1,1
TRUE,0.062780269,0.095206759,0,0.03185,0.828754473,noisettes,Never Forget You,Across The Kitchen Table,vdqj,0,0.8,8
TRUE,0.004484305,0.000342186,0,0.093814,0.789305091,drivebytruckers,Lookout Mountain,Bottom of the Glass,vjep,0,0.5,5
TRUE,0.004484305,0.011660656,0.5,0.061466,0.751846935,justice,Phantom Pt.2 (Freemasons Remix),tashed,vm3w,0,0.5,5
TRUE,0.080717489,0.105814535,1,0.030167,0.837036823,miikesnow,Black & Blue,Plain Or Pan?,vz6m,0,0.9,9
TRUE,0.022421525,0.053170488,0,0.028985,0.558726769,johnmayer,Who Says,Audio Muffin,w0v7,0,0.7,7
TRUE,0.035874439,0.071174752,1,0.041852,0.639183885,phoenix,Everything Is Everything,Tunes I Dig,w1fs,0,0.8,8
TRUE,0.013452915,0.016293333,1,0.02803,0.697737504,thexx,Teardrops,Streetkiss music,w2xz,1,0.5,5
TRUE,0.112107623,0.162406886,0,0.039436,0.645705876,electricwirehustle,They Don't Want,Beaver on the Beats,w4d2,0,0.3,3
TRUE,0.022421525,0.03369219,0,0.043262,0.766535842,uffie,Pop the Glock (Mirwais Pop Remix),First up!,w5r0,0,0.6,6
TRUE,0.112107623,0.397383591,0,0.034831,0.620252799,mumfordandsons,Little Lion Man,Indieball,w6fn,0,0.2,2
TRUE,0.349775785,0.154273381,1,0.138324,0.744488053,vampireweekend,Horchata,Chromewaves,w7d5,1,0.9,9
TRUE,0,0.010186623,1,0.305091,0.818798338,wale,Prescription,Hilly Dilly,wtpm,0.5,0.2,2
TRUE,0.013452915,0.030902056,1,0.055668,0.733377583,rjd2,All For U,Rollo & Grady,wtrc,0.75,0.5,5
TRUE,0.044843049,0.101023927,1,0.029683,0.501154335,theheavy,How You Like Me Now?,"Safety, Fun & Learning",xbmh,0,0.4,4
TRUE,0.022421525,0.014950909,0,0.054458,0.440609489,focus,Hocus Pocus,The 'Spill,xprk,0,0.4,4
FALSE,0.488789238,0.015898502,0,0.05056,0.81100658,thebesnardlakes,Albatross,scruffy the yak,yqkf,0,0.5,5
TRUE,0.269058296,0.305809271,1,0.050175,0.717072608,laroux,In For The Kill (Skream's Let's Get Ravey Remix),THE VINYL VILLAIN,yrgg,1,0.6,6
TRUE,0.004484305,0.033244716,0,0.028532,0.618492439,thevelvetunderground,Oh! Sweet Nuthin',songs that are good,ywmy,0,0.3,3
TRUE,0.520179372,0.177463083,0,0.034343,0.708732541,thetallestmanonearth,King of Spain,Star Maker Machine,z7wd,0,0.5,5
FALSE,0.147982063,0.070437735,0,0.038468,0.676642041,blackrebelmotorcycleclub,Beat The Devil's Tattoo,Shelter From the Norm,zjt7,0,0.7,7
TRUE,0.34529148,0.488563081,0,0.052741,0.692514141,aloeblacc,I Need a Dollar,The 'Spill,zrgm,0,0.6,6
