mediaid,url
2c7nh,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Pitch+Black+feat.+Rome+Fortune&artist=Toro+y+Moi&bucket=audio_summary
2c8tv,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=My+Love+feat.+Drake&artist=Majid+Jordan&bucket=audio_summary
2c5m5,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Holding+On+%28Julio+Bashmore%27s+Elevated+Mix%29&artist=Disclosure&bucket=audio_summary
2c74b,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Baby%2C+I%27m+Back+feat.+Akon+%28Christofi+Remix%29&artist=Baby+Bash&bucket=audio_summary
2c814,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Tourists+%28Creange+remix%29&artist=Nicolas+Jaar&bucket=audio_summary
2c718,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Blue+Blood&artist=Laurel&bucket=audio_summary
2c2mh,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Ori+Tali+Ma+%28LVNDSCAPE+Remix%29&artist=Sander+Van+Doorn&bucket=audio_summary
2c6q7,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=away+from+me&artist=CHINAH&bucket=audio_summary
1zepg,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=The+Mother+We+Share+%28Moon+Boots+Remix%29&artist=CHVRCHES&bucket=audio_summary
2c6eb,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Catchfire+%28Sun+Sun+Sun%29+%28EDX%27s+Miami+Sunset+Remix%29&artist=Spada&bucket=audio_summary
1rmtg,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Peaches&artist=In+The+Valley+Below&bucket=audio_summary
26eye,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Sittin+On+The+Dock+Of+The+Bay+%28TEEMID+Edit%29&artist=Otis+Redding&bucket=audio_summary
2c1kb,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Keep&artist=I%27lls&bucket=audio_summary
2b8vq,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=The+Wind+%28feat.+Adam+Rhodes%29&artist=Doe+Paoro&bucket=audio_summary
2a90h,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=%E2%98%95+coffee+in+the+morning+%E2%98%95&artist=pools&bucket=audio_summary
2c2fa,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=That+Instead+of+This&artist=Toro+y+Moi&bucket=audio_summary
2c3hh,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Caviar+Dreams&artist=PHFAT+%26+Al+Bairre&bucket=audio_summary
2bt0t,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Electric+Feel+%28MGMT+Cover%29&artist=Crooked+Colours&bucket=audio_summary
yqkf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Albatross&artist=The+Besnard+Lakes&bucket=audio_summary
zjt7,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Beat+The+Devil%27s+Tattoo&artist=Black+Rebel+Motorcycle+Club&bucket=audio_summary
2ahss,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Cause+I%27m+A+Man&artist=Tame+Impala&bucket=audio_summary
23383,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Stranger+In+Moscow%28%28+MJ+cover%29%29&artist=Tame+Impala&bucket=audio_summary
2c367,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=LSD+%28Shemce+Remix%29&artist=A%24AP+Rocky&bucket=audio_summary
2c3mc,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Weathered&artist=Jack+Garratt&bucket=audio_summary
2c3pf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Weight+In+Gold&artist=Gallant&bucket=audio_summary
25hg1,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Core&artist=RL+Grime&bucket=audio_summary
22ksd,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Lonely+Richard&artist=Amen+Dunes&bucket=audio_summary
2aade,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Multi-Love+%2820syl+Remix%29&artist=Unknown+Mortal+Orchestra&bucket=audio_summary
2bxcb,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I+Want+You+To+Know+%28Steve+James+Remix%29&artist=ZEDD+feat.+Selena+Gomez&bucket=audio_summary
2asey,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bros&artist=Wolf+Alice&bucket=audio_summary
2c1g8,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Crosswords+%28Pete+Rock+Remix%29&artist=Panda+Bear&bucket=audio_summary
2c14y,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Mercy+%28Original+Mix%29&artist=Michael+Calfan&bucket=audio_summary
2c09y,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Matter+%28feat.+Felicia+Douglass%29&artist=BAILE&bucket=audio_summary
2c3ac,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Dancing+On+My+Own+%28Templeton+Remix%29&artist=Robyn&bucket=audio_summary
2c1d3,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=2Late+feat.+Kool+A.D.+and+SAFE&artist=Toro+y+Moi&bucket=audio_summary
2c24a,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Blas%C3%A9+feat.+Future+%26+Rae+Sremmurd&artist=Ty+Dolla+%24ign&bucket=audio_summary
2c41v,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=D.A.M+DATS+ALL+ME&artist=FETTY+WAP&bucket=audio_summary
2bwyg,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bend&artist=Chet+Faker&bucket=audio_summary
2bwjt,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Can%27t+You+See&artist=Skylar+Spence&bucket=audio_summary
2c321,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=No+Life+For+Me&artist=Wavves+X+Cloud+Nothings&bucket=audio_summary
2c12f,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I+Found+You&artist=GIBBZmusic&bucket=audio_summary
2c3tm,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Call+Your+Girlfriend+%28Thero+%26+Taylor+Wise+Remix%29+%28Feat.+Allison+Weiss%29&artist=Robyn&bucket=audio_summary
2c369,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Heartbreak+Reputation+%28feat.+Polina%29&artist=Zimmer&bucket=audio_summary
2c05m,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Anywhere+We+Go&artist=KAPTAN&bucket=audio_summary
2c135,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=warm+blood&artist=flor&bucket=audio_summary
2c3b0,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=R.I.C.O+feat.+Drake&artist=Meek+Mill&bucket=audio_summary
2c09d,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Paralyzed&artist=Klyne&bucket=audio_summary
2c0ff,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Molecules&artist=Atlas+Genius&bucket=audio_summary
2c389,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=This+Summer%27s+Gonna+Hurt+Like+A+Mother+F%2A%2A%2A%2Ar+%28Alesso+Remix%29+%28Radio+Edit%29&artist=Alesso&bucket=audio_summary
2c2wx,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bruk+Bruk+%28I+Need+Your+Lovin%29&artist=Dillon+Francis&bucket=audio_summary
26gx7,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Light+Years+Away&artist=Oliver&bucket=audio_summary
2atnn,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Cause+I%27m+a+Man&artist=Tame+Impala&bucket=audio_summary
27ams,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Get+Happy&artist=Blue+Hawaii&bucket=audio_summary
2bfxf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Airliner&artist=Cheers+Elephant&bucket=audio_summary
2avcn,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Can%27t+Keep+Checking+My+Phone&artist=Unknown+Mortal+Orchestra&bucket=audio_summary
29adb,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Multi-Love&artist=Unknown+Mortal+Orchestra&bucket=audio_summary
20jvd,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Mesmerise&artist=Temples&bucket=audio_summary
24y1z,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Hold+Tight&artist=Sinkane&bucket=audio_summary
29s5a,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Dancing+With+Myself&artist=The+Knocks&bucket=audio_summary
25xk6,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Classic+%28feat.+Powers%29&artist=The+Knocks&bucket=audio_summary
227j1,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Aerosol+Can+%28feat.+Pharrell+Williams%29&artist=Major+Lazer&bucket=audio_summary
21hnn,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Free+%28Cash+Cash+X+Gazzo+Remix%29&artist=Rudimental&bucket=audio_summary
2b5tf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Top+To+Toe&artist=HONNE&bucket=audio_summary
trz4,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I%27m+a+Lady+%28Benny+Blanco+Remix%29&artist=Santigold&bucket=audio_summary
2654z,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Classic+%28RAC+Mix%29&artist=The+Knocks&bucket=audio_summary
2aews,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Collect+My+Love+feat.+Alex+Newell&artist=The+Knocks&bucket=audio_summary
228mk,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Simplethings&artist=Miguel&bucket=audio_summary
229ha,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Best+Day+Of+My+Life+%28Just+A+Gent+Remix%29&artist=American+Authors&bucket=audio_summary
2btxp,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=room+for+1zone&artist=Toro+y+Moi&bucket=audio_summary
2b1kk,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Moony+Eyed+Walrus&artist=Cayucas&bucket=audio_summary
2b5et,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Headbanging+In+The+Mirror&artist=Ducktails&bucket=audio_summary
27nrm,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Poison&artist=Vaults&bucket=audio_summary
28ykp,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Empty+Nesters&artist=Toro+Y+Moi&bucket=audio_summary
2bnef,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=It%27s+Not+Over+%28The+Twelves+Remix%29&artist=ON+AN+ON&bucket=audio_summary
1hcvp,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Brains&artist=Lower+Dens&bucket=audio_summary
30xf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=California+Stars&artist=Billy+Bragg+%26+Wilco&bucket=audio_summary
2bmqa,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Dissolve&artist=Hibou&bucket=audio_summary
2b8z0,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Midnight+Moon+%28Melvv+Remix%29&artist=Oh+Wonder&bucket=audio_summary
2b9zs,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=2AM+%28Matoma+Remix%29&artist=Astrid+S&bucket=audio_summary
29q40,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Don%27t+Mean+A+Thing&artist=Lapalux&bucket=audio_summary
20jv6,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Silver+Timothy&artist=Damien+Jurado&bucket=audio_summary
k47r,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Black+River+Killer&artist=Blitzen+Trapper&bucket=audio_summary
21rvk,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Talking+Backwards&artist=Real+Estate&bucket=audio_summary
29gay,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Giant+%28Ghosts+Remix%29&artist=Matrimony&bucket=audio_summary
27msa,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bored+In+The+USA&artist=Father+John+Misty&bucket=audio_summary
27cmn,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Why+Don%27t+You+Believe+In+Me&artist=Natalie+Prass&bucket=audio_summary
r65a,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I+Wish+I+Knew+Natalie+Portman&artist=K-Os&bucket=audio_summary
v55s,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Don%27t+Think+Twice+It%27s+Alright+%28Bob+Dylan+Cover%29&artist=Metric&bucket=audio_summary
1696z,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Dancing+With+The+DJ+%28Chiddy+Bang+Remix%29&artist=The+Knocks&bucket=audio_summary
1t7dh,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=The+Feeling+%28Dave+Edwards+Remix%29&artist=The+Knocks&bucket=audio_summary
226ye,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Crave+You+%28Flight+Facilities+Cover%29&artist=TEEMID+%26+Daniela+Andrade&bucket=audio_summary
1y3jj,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Slow+Down&artist=EMBRZ&bucket=audio_summary
28h1t,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I%27m+Gonna+Show+You+Crazy&artist=BebeRexha&bucket=audio_summary
2b54c,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=No+Justice&artist=Astronauts%2C+etc.&bucket=audio_summary
2b6yd,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Roses+%28PLS%26TY+Remix%29&artist=OutKast&bucket=audio_summary
2b5pr,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Right+Now&artist=%E2%80%A2%E2%97%8A+Hopium+%E2%97%8A%E2%80%A2&bucket=audio_summary
2b9jx,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Let+You+Go+%28Steve+James+Remix%29&artist=The+Chainsmokers&bucket=audio_summary
t8q4,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=New+Soul+Feat.+Yael+Naim&artist=Wale&bucket=audio_summary
2bzsd,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=No+Sleeep&artist=Janet+Jackson&bucket=audio_summary
2bq1c,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Fill+Your+Brains+%28Master%29&artist=Harrison+Brome&bucket=audio_summary
2c10q,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Gucci+Mane+%28feat.+Lil+Wayne+%26+Rick+Ross%29+%28prod.+by+Kanye+West%29&artist=French+Montana&bucket=audio_summary
2c08j,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Morning+In+Love+%28Original+Mix%29&artist=Addal+feat.+Lisa+May&bucket=audio_summary
2bznk,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Skin+Deep&artist=Dusky&bucket=audio_summary
2c1r6,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Without+Your+Love&artist=Tuxedo&bucket=audio_summary
29w6h,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Depreston&artist=Courtney+Barnett&bucket=audio_summary
265r5,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=I+Can%27t+Pretend&artist=The+Drums&bucket=audio_summary
296pt,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Sunday+Candy+Feat.+The+Social+Experiment&artist=Chance+The+Rapper&bucket=audio_summary
2c0y2,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=She+Talks+Too+Much&artist=BECOME+X+Elohim&bucket=audio_summary
2ba6s,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Do+You+feat.+Armani+White+%28Remix%29&artist=TroyBoi&bucket=audio_summary
2aybj,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Luci%CC%81a+%28John+Talabot%27s+Sunset+edit%29&artist=Ishinohana&bucket=audio_summary
2b92r,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Talking+Body+%28Jax+Jones+Remix%29&artist=Tove+Lo&bucket=audio_summary
2b8xm,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Shine&artist=Years+and+Years&bucket=audio_summary
2baq6,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Bitch+Better+Have+My+Money+%28Diplo+%26+Grandtheft+Remix%29OFFICIAL&artist=diplo&bucket=audio_summary
2ba6t,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Beat+Of+My+Drum&artist=POWERS&bucket=audio_summary
2b9xa,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=The+Music&artist=Gigamesh&bucket=audio_summary
2bd2b,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=How+Hard+I+Try+feat.+James+Hersey&artist=filous&bucket=audio_summary
2b9ng,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=90210+feat.+G-Eazy+%28Matt+DiMona+Remix%29&artist=Blackbear&bucket=audio_summary
2c0xq,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Loud%28y%29&artist=Lewis+Del+Mar&bucket=audio_summary
2c2a8,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=i+%28Carneyval+%26+INSTRUM+Remix%29&artist=Kendrick+Lamar&bucket=audio_summary
2bbc8,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=California+Dreamin&artist=Sia&bucket=audio_summary
2bk4b,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Some+Minds+feat.+Andrew+Wyatt&artist=Flume&bucket=audio_summary
2ax54,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=All+I+Need+%28feat.+Gift+Of+Gab%29&artist=L%27Orange+%26+Jeremiah+Jae&bucket=audio_summary
2bz99,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Diamond+Child&artist=Aayushi+%26+Dillistone&bucket=audio_summary
2bzkc,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Too+Original+%28KREAM+Remix%29&artist=Major+Lazer&bucket=audio_summary
2c2et,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Uncertain&artist=Soma&bucket=audio_summary
2bxjv,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Gold&artist=kiiara&bucket=audio_summary
2c063,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Better+For+You&artist=Lemon.&bucket=audio_summary
2c03e,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Take+A+Chance+%28Satin+Jackets+Remix%29&artist=Moullinex&bucket=audio_summary
229wz,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Salt&artist=Mamm%C3%BAt&bucket=audio_summary
23px8,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=%27Runnin%27+%28Machinedrum+Remix%29&artist=Kelis&bucket=audio_summary
2c221,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=King+%28Lash+Remix%29&artist=Years+%26+Years&bucket=audio_summary
2bzr3,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=This+Must+Be+The+Place+%28Naive+Melody%29&artist=Iron+%26+Wine+and+Ben+Bridwell&bucket=audio_summary
2c298,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Can%27t+Feel+My+Face+%28Keljet+Edit%29&artist=The+Weeknd&bucket=audio_summary
2c0vf,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Beach&artist=Will+Joseph+Cook&bucket=audio_summary
2bzty,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=White+Light+%28Gabe+Gurnsey+Factory+Floor+Remix%29&artist=Shura&bucket=audio_summary
2c228,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Lately+%28Love%2C+Love%2C+Love%29+%28Monsieur+Adi+Remix%29&artist=Little+Giants&bucket=audio_summary
2by5n,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Always&artist=Favored+Nations&bucket=audio_summary
2bzm1,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Gently+Let+You+Down&artist=COMPNY&bucket=audio_summary
102c2,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Go+Outside&artist=Cults&bucket=audio_summary
105xk,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Over&artist=Drake&bucket=audio_summary
106x7,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Silver+Coin&artist=Angus+%26+Julia+Stone&bucket=audio_summary
1077k,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Tornado&artist=Jonsi&bucket=audio_summary
107a4,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=Maps+%5BTGIK+Remix%5D&artist=Yeah+Yeah+Yeahs&bucket=audio_summary
107fw,http://developer.echonest.com/api/v4/song/search?api_key=XSJBT3OPV9ZXRHT8J&format=json&results=1&title=What+You+Know&artist=Two+Door+Cinema+Club&bucket=audio_summary
