loved,posted_count,loved_count,artist_index_mod,speechiness,loudness,tagsum,artist,title,sitename,mediaid,site_index_mod,tagsum_raw
TRUE,0.02690583,0.025716617,0,0.031115,0.711185502,0.5,therollingstones,Gimme Shelter,Inyourspeakers Media,9726,0,4
TRUE,0.130044843,0.119423021,0,0.036205,0.603053215,0.625,devotchka,How It Ends,The Ruckus,98wz,0,5
TRUE,0.022421525,0.014345503,0,0.027137,0.716668591,0.5,johnnycash,One,THE VINYL VILLAIN,9rbd,0,4
TRUE,0.080717489,0.33610592,0,0.147172,0.801165878,0.625,atmosphere,Sunshine,surviving the golden age,an3p,0,5
TRUE,0.00896861,0.014477113,1,0.036312,0.687492785,0.5,blur,Coffee & TV,Scottish Friction,b1wn,0,4
TRUE,0.197309417,0.027875023,0,0.1017,0.754386471,0.125,holyfuck,Lovely Allen,djnodj,b6t2,0,1
TRUE,0.067264574,0.112000211,1,0,0.949238139,0.375,phoenix,Playground Love (Air Cover),JP's Blog,be6z,1,3
TRUE,0.224215247,0.218314864,1,0.028695,0.84644465,0.75,bandofhorses,No One's Gonna Love You,Chromewaves,bfyh,1,6
TRUE,0.049327354,0.010186623,1,0.028125,0.782119358,0.5,bandofhorses,the general specific,Draw Us Lines,bj2x,0,4
TRUE,0.067264574,0.097602064,0,0.048702,0.653353342,0.25,yaelnaim,New soul,Bridging The Verse,c26m,0,2
TRUE,0.013452915,0.014792977,1,0.031508,0.748297357,0.75,phoenix,One Time Too Many,AWmusic,c520,1,6
TRUE,0.089686099,0.035008291,1,0.07816,0.781888491,0.25,chromeo,Bonafied Lovin (YUKSEK remix),Trashbag Kids,c53c,0,2
TRUE,0.282511211,0.168276697,0.666666667,0.034954,0.842058178,0.5,mgmt,Electric Feel,Indie Rock Cafe,cr02,1,4
FALSE,0.30044843,0.148587823,0.666666667,0.027849,0.695082535,0.375,mgmt,Kids,Unpiano,dqmq,0,3
TRUE,0.085201794,0.026874786,0,0.081544,0.838306591,0.375,loscampesinos!,You! Me! Dancing!,Gigantic,e1e5,0,3
TRUE,0.089686099,0.064883788,0,0.027028,0.749971142,0.25,ofmontreal,Jimmy,Music From Go to Whoa,ec8e,0,2
TRUE,0.040358744,0.010449843,0,0,0.949238139,0.5,theflaminglips,Bohemian Rhapsody (Queen Cover),JP's Blog,emqs,0,4
TRUE,0.031390135,0.005817167,0,0.285273,0.458963408,0.375,theknux,Cappuccino,katarokkar,eq50,0,3
TRUE,0.165919283,0.037219341,0.833333333,0.033761,0.689657163,0.375,ratatat,Shiller,JP's Blog,gq27,1,3
TRUE,0.112107623,0.024242584,0,0.034353,0.820414406,0.125,lykkeli,"I'm Good, I'm Gone (Black Kids Remix)",the burning ear,gywz,0.777777778,1
TRUE,0.067264574,0.025742939,0.833333333,0.107509,0.806389242,0.5,ratatat,Falcon Jab,The New Montreal,gz5r,1,4
TRUE,0.02690583,0.036798189,0,0.046146,0.700911924,0.125,mylo,Paris Four Hundred (Etienne De CrÃ©cy Remix),amix music,gzpz,0,1
FALSE,0.035874439,0.008370404,0,0,0.949238139,0,bikini,1234 (Feist Cover),Mp3 Medication,hb6c,0,0
TRUE,0.183856502,0.335895344,1,0.035323,0.81804802,0.5,pnau,Baby (Breakbot Remix),Sunset in the Rearview,hcr9,0.545454545,4
TRUE,0.156950673,0.067489669,0,0.042801,0.8229828,0.125,ladyhawke,Paris Is Burning (Cut Copy Remix),JayeL Audio Music,hd6m,0,1
TRUE,0.067264574,0.017161959,1,0.039162,0.827426988,0.75,beck,Gamma Ray,Turntable Kitchen,hnkf,0.5,6
TRUE,0.085201794,0.088942118,0,0,0.949238139,0.125,alphabeatfrankmusikandleonjeanmarie,Digital Love,Friends by Far,hptp,0,1
TRUE,0.040358744,0.006054065,1,0.031973,0.74823964,0.625,beck,Modern Guilt,Radio Free Chicago,hs1h,0,5
FALSE,0.089686099,0.044773762,0,0.065937,0.792768094,0,lykkeli,Little Bit (CSS Remix),Mixtape Riot,hs2v,0,0
TRUE,0.004484305,0.011028928,0,0.052934,0.325435761,0.125,cocorosie,Sunshine,The New Montreal,hv6n,0,1
TRUE,0.156950673,0.08728383,1,0,0.949238139,0.125,pnau,Embrace feat. Ladyhawke (Fred Falke & Miami Horror remix),Bizzies,hx94,0,1
TRUE,0.035874439,0.033718512,0,0,0.949238139,0,flyinglotus,Robo Tussin feat. Lil Wayne.aif 15.41.55PM,Sunset in the Rearview,j17x,0,0
FALSE,0.013452915,0.003158643,0.666666667,0,0.949238139,0.125,mgmt,Time To Pretend (DMoeFunk Club Mix),Rollo & Grady,j29q,0.75,1
FALSE,0.044843049,0.086678424,0,0,0.949238139,0.25,santogold,Starstruck (Diplo Remix),Dancing Astronaut,j2hh,0.3,2
FALSE,0.067264574,0.017898976,0,0.030369,0.768209627,0,ladytron,Seventeen (Soulwax Mix),djnodj,j34k,0,0
TRUE,0.031390135,0.056829249,0,0.033308,0.812276348,0.125,keedz,Stand On The Word,Et Musique Pour Tous,j3d2,0,1
TRUE,0.067264574,0.530546708,1,0.140897,0.723219439,0.375,kidcudi,The Prayer,The New LoFi,j3n8,0.833333333,3
FALSE,0.00896861,0.00415888,0,0,0.949238139,0.25,mstrkrft,Bounce (High Powered Boys Remix),Smetnjak,j4k4,0,2
TRUE,0.143497758,0.096812403,0,0,0.949238139,0.125,santogold,I'm A Lady (Diplo Mix Ft Amanda Blank),the culture of me,j6kn,0,1
TRUE,0.085201794,0.040851781,0,0.284533,0.777646312,0,thekills,Cheap and Cheerful (SebastiAn Remix),Friends by Far,je9g,0,0
TRUE,0.197309417,0.088889474,0,0.186251,0.526838278,0.75,kingsofleon,Sex On Fire,indie rocker revolution,jgex,0,6
TRUE,0.143497758,0.045194915,0,0.142943,0.297414291,0.25,whitelies,Death (Crystal Castles Remix),Indie Today,jtsc,0,2
FALSE,0.282511211,0.076623411,0,0.03708,0.703018585,0.375,blitzentrapper,Black River Killer,scruffy the yak,k47r,0,3
TRUE,0.215246637,0.220499592,0,0.05617,0.750865751,0.25,chairlift,Bruises,The New LoFi,kabk,0,2
TRUE,0.121076233,0.223947777,0,0,0.949238139,0.25,katyperry,Electric Feel (MGMT COVER),Minneapolis Fucking Rocks,kgqy,0,2
TRUE,0.116591928,0.088626254,1,0.027559,0.737937204,0,vampireweekend,Ottoman,We All Want Someone To Shout For,kjm4,0.5,0
TRUE,0.058295964,0.129399068,0,0,0.949238139,0.125,waltermurphythebigappleband,A Fifth of Beethoven (Soulwax Remix),Schitz Popinov,kkj9,0,1
TRUE,0.224215247,0.163275513,0,0.031555,0.836171072,0.375,heychamp,Cold Dust Girl,We Are Noise,kq1z,0,3
TRUE,0.022421525,0.012608249,0,0.03232,0.770864597,0.125,lightson,John And Anne,5 Acts,kt7a,0,1
TRUE,0.551569507,0.315601063,0,0,0.949238139,0.125,friendlyfires,Paris (feat. Au Revoir Simone) (Aeroplane Remix),EARMILK,ma8d,0,1
TRUE,0.372197309,0.336342818,1,0.03402,0.807370426,0.875,mattkim,Daylight,Noonday Tune,mqap,0.25,7
TRUE,0.040358744,0.016556553,0,0.035626,0.738745238,0.375,solidgold,Who You Gonna Run To?,Both Sides of the Mouth,mrhv,0,3
TRUE,0.013452915,0.005711879,0,0.030589,0.680393628,0.75,fleetfoxes,Mykonos,Misspeak Music,mswq,0,6
TRUE,0.215246637,0.24024111,1,0,0.949238139,0.25,vampireweekend,The Kids Don't Stand A Chance (Chromeo Remix),Dancing Astronaut,mtkg,0.3,2
TRUE,0.004484305,0.048090337,0,0.049001,0.772538382,0.5,noahandthewhale,5 Years Time,the OCMD,mxq0,0,4
TRUE,0.022421525,0.017635756,1,0.045709,0.481501789,0.25,frankmusik,3 Little Words,JayeL Audio Music,n5pa,0.277777778,2
TRUE,0.228699552,0.243031244,0,0.170035,0.596184924,0.5,mumfordsons,Little Lion Man,The Blue Walrus,n6m3,0,4
TRUE,0.004484305,0.054855097,0,0,0.949238139,0.375,victormenegaux,Going Back To Dani (Notorious B.I.G. vs. Red Hot Chili Peppers),Rollo & Grady,n8r6,0,3
TRUE,0.103139013,0.0294017,1,0.036802,0.704721228,0.375,feverray,If I Had A Heart (Fuck Buttons Remix),The 405,p6r0,0.25,3
TRUE,0.022421525,0.019715196,0.833333333,0.132708,0.741804225,0,ratatat,Mirando (Animal Collective remix),The ill-ec-tro-nic,p8gq,0,0
TRUE,0.094170404,0.1532205,0,0.040601,0.727721344,0.375,thewhitestboyalive,1517,SLOANE RANGER,p8k5,0,3
TRUE,0.121076233,0.081098155,0,0.048638,0.542392935,0.625,rÃ¶yksopp,Happy Up Here,JP's Blog,pdpr,1,5
TRUE,0.02690583,0.007817641,0,0.051926,0.715773981,0.375,andrewbird,"Not A Robot, But A Ghost",_¢_•_ _’ _©_‘_ª,pe12,0,3
TRUE,0.067264574,0.059224553,0,0,0.949238139,0.125,rarariot,Ghost Under Rocks (Passion Pit Mix),Berkeley Place,pg78,0,1
TRUE,0.044843049,0.0132663,0,0.099059,0.54389357,0.25,royksopp,Happy Up Here (Datassette Remix),Mp3 Medication,ptrz,0,2
TRUE,0.013452915,0.006027743,0,0.029272,0.585305321,0.125,mward,Hi-Fi,Loft And Lost,q3ke,0,1
TRUE,0.121076233,0.337527309,1,0.048381,0.461474085,0.5,vampireweekend,The Kids Don't Stand A Chance,Sunset in the Rearview,q66h,0.545454545,4
TRUE,0.035874439,0.051196336,0.5,0,0.949238139,0.25,eminem,Crack A Bottle (DiscoTech Remix),Squeegie,q92d,0,2
TRUE,0.035874439,0.032297123,0,0.029753,0.748499365,0.875,obadiahparker,Hey Ya,CHROMEMUSIC,qbbg,0,7
TRUE,0.349775785,0.319022926,1,0.114084,0.323300242,0.5,miikesnow,Animal,8106,qc6a,0,4
FALSE,0.00896861,0.000473796,0,0.059411,0.625043288,0.25,townesvanzandt,To Live Is To Fly,Carnival Saloon,qdje,0,2
TRUE,0.080717489,0.12876734,1,0,0.949238139,0.375,kidcudi,Dat New New (VIKING Remix),Hejven,qe9q,0,3
TRUE,0.094170404,0.136163828,1,0.033733,0.698458963,0.625,phoenix,Love Like a Sunset,Friends From Far,qmdh,1,5
TRUE,0.618834081,0.360927588,1,0.046549,0.453162877,0.75,phoenix,1901,Ca Va Cool,qp90,0,6
TRUE,0.524663677,0.246558395,0,0.028483,0.787862172,0.875,grizzlybear,Two Weeks,said the gramophone,qp9f,0,7
TRUE,0.013452915,0.069358532,1,0,0.949238139,0.5,supermashbros,I Fucking Bleed Purple And Gold,Mashup of the Week Podcast,qsy1,0,4
TRUE,0.273542601,0.128425153,1,0.042668,0.755367656,0.25,passionpit,The Reeling,The New LoFi,qxfq,0.833333333,2
TRUE,0.013452915,0.012345029,0,0,0.949238139,0.125,casiotoneforthepainfullyalone,Hot Boyz (W/ Dear Nora),Monstrous Media!,qymc,0,1
TRUE,0.30044843,0.081177121,0,0.154396,0.719612144,0.75,whiterabbits,Percussion Gun,Chromewaves,r37c,0,6
TRUE,0.098654709,0.159801006,1,0,0.949238139,0.375,thehoodinternet,Good Ol' Fashion Rump Shaker (Beastie Boys vs Matt & Kim),popgoestheradio,r3xt,0,3
TRUE,0.049327354,0.034639783,1,0,0.949238139,0.125,twodoorcinemaclub,"Hands Off My Cash, Monty",The Pop Cop,r4gh,0,1
TRUE,0.053811659,0.161248717,1,0.177907,0.569923814,0.5,kos,I Wish I Knew Natalie Portman,Music For Kids Who Can't Read Good,r65a,1,4
TRUE,0.215246637,0.412571398,1,0,0.949238139,0.625,chiddybang,Kids (Feat. MGMT),SUCKA PANTS,r6j7,1,5
TRUE,0.004484305,0.012581927,0,0,0.949238139,0,djdt,Killers Remix Dude!,FMLY,r80g,0,0
TRUE,0.01793722,0.019662552,1,0,0.949238139,0.25,arcadefire,Wake Up (alternate version),It All Started With Carbon Monoxide,rb48,0,2
TRUE,0.044843049,0.033718512,0,0.033606,0.583833545,0.25,ponyponyrunrun,Hey You,Faronheit,rbgk,0,2
TRUE,0.076233184,0.210076071,0,0,0.949238139,0.25,deadmau5kaskade,I Remember (Radio Edit),ilictronix,rh43,0,2
TRUE,0.130044843,0.518070069,1,0,0.949238139,0.375,thehoodinternet,Two Weeks Of Hip Hop (Dead Prez vs Grizzly Bear),The Dadada Music Blog,rhqc,0,3
TRUE,0.01793722,0.068779448,0,0,0.949238139,0.125,jayzbeaniesigel,Glock Nines (Ratatat Remix),djnodj,rhs4,0,1
TRUE,0.291479821,0.227290674,1,0.041433,0.823617684,0.75,passionpit,Little Secrets,Indie Shuffle,rkfh,0.47826087,6
TRUE,0.174887892,0.134452897,1,0.340595,0.755223364,0.25,discovery,Osaka Loop Line,music islands,rknb,1,2
TRUE,0.040358744,0.228001369,1,0,0.949238139,0.25,phoenix,1901 (Customised by DLID),Kick Kick Snare,rm01,0.5,2
TRUE,0.044843049,0.163749309,1,0,0.949238139,0.375,thehoodinternet,Comfortable Up Here (Lil Wayne vs RÃ¶yksopp),JayeL Audio Music,rmg6,0.277777778,3
TRUE,0.224215247,0.145402859,1,0.063655,0.725268383,0.25,phoenix,Lisztomania (Classixx Version),deepbeep,rp9h,0,2
TRUE,0.134529148,0.073122582,0,0,0.949238139,0,wewerepromisedjetpacks,It's Thunder And It's Lightning,The New LoFi,rram,0,0
TRUE,0.02690583,0.060988129,1,0.031004,0.803618839,0.125,passionpit,Let Your Love Grow Tall,melophobe,rtw7,1,1
TRUE,0.143497758,0.123081783,0,0,0.949238139,0.375,dangermousesparklehorse,Little Girl (w/ Julian Casablancas),Indie Rock Cafe,rxp3,0,3
TRUE,0.080717489,0.026743176,0,0.030158,0.66290546,0.25,thephenomenalhandclapband,Baby,Tympanogram,ry1x,0,2
TRUE,0.022421525,0.039430391,0,0,0.949238139,0.25,jayz/dangermouse,What More Can I Say,Silence Nogood,s2er,0,2
TRUE,0.116591928,0.055197284,1,0.054203,0.465052522,0.625,phoenix,Lisztomania,The Indie Music Database,s486,0,5
TRUE,0.062780269,0.034192309,1,0,0.949238139,0,frankmusik,Confusion Girl (Don Diablo loves to slowdance remix),JayeL Audio Music,s8px,0.277777778,0
TRUE,0.255605381,0.107209602,0,0,0.949238139,0,yacht,Psychic City (Voodoo City),The Panic Manual,saem,0,0
TRUE,0.085201794,0.096549183,0,0.465125,0.740563315,0.25,boysnoize,Jeffer,Salacious Sound,scx3,0,2
TRUE,0.01793722,0.022268432,1,0,0.949238139,0.125,santigold,You'll Find A Way Player (feat. Andre 3000 & Bun B),JayeL Audio Music,sg2z,0.277777778,1
TRUE,0.076233184,0.176699745,1,0,0.949238139,0.25,chiddybang,Truth (feat. Passion Pit),Listen Before You Buy,sgnw,0,2
TRUE,0.040358744,0.033113106,0,0.042608,0.763592289,0,frenchhornrebellion,Beaches and Friends (Hey Champ Remix),POSTMUSIC,sh97,0,0
TRUE,0.134529148,0.242399516,1,0.035422,0.728558236,0.5,miikesnow,Silvia,Side One Track One,shb4,0.5,4
TRUE,0.053811659,0.273906978,1,0.034197,0.760619878,0.375,miikesnow,Song for No One,This Bonus Track,shb9,0.5,3
TRUE,0.260089686,0.166960596,0,0.032535,0.846386933,0.25,generationals,"When They Fight, They Fight",Austin Town Hall,sk35,0,2
TRUE,0.040358744,0.020373246,0.4,0.0629,0.743564585,0.25,theknocks,Can't Shake Your Love,Cities of the Plain,skyq,0,2
TRUE,0.062780269,0.156800295,1,0.116063,0.728096502,0.375,discovery,Swing Tree,The Panic Manual,smgf,1,3
TRUE,0.049327354,0.029901819,1,0,0.949238139,0.125,discovery,Carby (Feat. Ezra Koenig of Vampire Weekend),This Bonus Track,smrx,0.5,1
TRUE,0.022421525,0.042510068,1,0,0.949238139,0,daftpunk,Face to Face (Night Drugs Rework),earmilk,smtq,1,0
TRUE,0,0.003342897,0,0,0.949238139,0,bloodybeetroots,Warp (Blaze Tripp Remix),KEEPREAL,spgz,0,0
TRUE,0.00896861,0.006159354,1,0,0.949238139,0.25,phoenix,Lisztomania (Star Guitar Remix),Harder Blogger Faster,sphq,0,2
TRUE,0,0.002763812,1,0,0.949238139,0.125,tatsu,Our House (prod HERBIE WEST),We can be honest,spj8,1,1
TRUE,0,0.001974152,1,0,0.949238139,0.125,tatsu,Semilla,We can be honest,spja,1,1
TRUE,0,0.001026559,0,0.084066,0.674766247,0,bedroomwalls,Somewhere In Newhall,Knox Road,sps5,0,0
TRUE,0.004484305,0.002026796,0,0.034968,0.69868983,0.125,saxonshore,Nothing Changes,Happy Days Are Here Again,sq3a,0,1
TRUE,0,0.03395541,0,0,0.949238139,0.25,lupefiascofeatmatthewsantos,Shining Down,Pigeons and Planes,sq55,0,2
TRUE,0,0.00415888,0,0,0.949238139,0.5,smashingpumpkins,5B - 1979 (GlowTape!'s 2009 Remix),Penned Madness,sqdg,0,4
TRUE,0,0.0044221,0,0.034646,0.581092,0.375,lemonjelly,His Majesty King Raam,Blog Rockin' Peet,sqjv,0,3
TRUE,0,0.004711642,0,0.057944,0.786823271,0.375,thegossip,For Keeps,Mola Super Poco,sqnx,0,3
TRUE,0.174887892,0.096022742,1,0.186863,0.786563546,0.25,discovery,So Insane,Indieball,sqpk,1,2
TRUE,0,0.025032244,0,0,0.949238139,0,kingsofleonvschewfu,Use Somebody (CHEW FU Festival Fix),White Folks Get Crunk,sqqv,0,0
TRUE,0.013452915,0.014108605,1,0,0.949238139,0.25,e603,If You Wanna,The Animal Show,sr4e,1,2
TRUE,0,0.032139191,1,0,0.949238139,0.25,e603,Hey Shorty,The Animal Show,sr4g,1,2
TRUE,0.01793722,0.005659235,0,0,0.949238139,0,sharamftkidcudi,She Came Along (Reup Club),Welikeit.indie,srm4,0,0
TRUE,0.139013453,0.058803401,0,0.044793,0.76956597,0.25,delorean,Deli,All Things Go,ssda,0,2
TRUE,0,0.002290016,0,0,0.949238139,0.125,cjmilli,The People's Homecoming (Kanye,the burning ear,ssqz,0,1
TRUE,0.004484305,0.01989945,1,0,0.949238139,0,mattkim,Yeah Yeah (Flosstradamus Remix),musical pairings @ eating/sf,ssy8,1,0
TRUE,0.004484305,0.01158169,1,0,0.949238139,0,wale,15 Rather Be With You (Vagina Is For Lovers) f. J Cole & Currensy (prod 9th Wonder),Berkeley Place,ssza,0.5,0
TRUE,0.547085202,0.213340002,0.333333333,0.137475,0.814411867,0.5,thedrums,Let's Go Surfing,Austin Town Hall,stqx,1,4
TRUE,0.053811659,0.142875944,1,0,0.949238139,0.125,thehoodinternet,Billie Wildcat Jean (Michael Jackson vs Ratatat),Cougar Microbes,sxxg,0.2,1
TRUE,0,0.015714248,0,0,0.949238139,0,michaeljacksoncookinsoul,I Want You Back feat. Lil Wayne,Kickin' The Peanuts,symq,0,0
TRUE,0.040358744,0.326814245,0,0.087536,0.695197968,0.25,mstrkrft,Heartbreaker (feat. John Legend),Indie Shuffle,syn4,0.47826087,2
TRUE,0,0.123239715,1,0,0.949238139,0.25,supermashbros,Livin The Dream (I'm On A Float),FMLY,syn9,1,2
TRUE,0.116591928,0.28082967,0.333333333,0.037855,0.451373658,0.5,florencethemachine,Cosmic Love,Friends From Far,t5hf,1,4
TRUE,0.02690583,0.138822353,1,0.224014,0.776232252,0.375,miikesnow,In Search Of,ilictronix,t5nj,1,3
TRUE,0.089686099,0.099523571,1,0,0.949238139,0.125,thebloodybeetroots,4.AWESOME FEAT THE COOL KIDS,redthreat,t624,0,1
TRUE,0.040358744,0.00937064,1,0,0.949238139,0.25,laroux,Bulletproof (Larry Tee & Alexander Technique Blogula Remix),D SQUARED,t6a3,0.5,2
TRUE,0.022421525,0.01379274,0,0.038704,0.628823733,0.125,dantheautomator,Rapper's Delight (Van She Tech remix),Sundtrak,t6f6,0,1
TRUE,0,0.011134216,0,0,0.949238139,0.25,michaeljackson,Justice For Billie Jean (justice vs. michael jackson) DJ Schmolli,Berkeley Place,t6pv,0,2
TRUE,0,0.022321076,0,0,0.949238139,0,3oh!3featkidcudibennyblanco,Don't Trust Me (Remix) (Dirty),White Folks Get Crunk,t6xv,0,0
TRUE,0.013452915,0.014950909,1,0,0.949238139,0.375,thehoodinternet,Make The Loop Say Aye (OJ Da Juiceman vs Discovery),The Music Ninja,t7gk,0.833333333,3
TRUE,0.013452915,0.02471638,1,0.087713,0.858045712,0.5,rjd2,Good Times Roll Pt 2,The MusicFile,t7ng,0,4
TRUE,0.02690583,0.015687926,1,0.1061,0.809044211,0.125,theheavy,Sixteen,omgdelicious!,t7pw,0,1
TRUE,0.02690583,0.153378432,1,0,0.949238139,0.25,wale,New Soul Feat. Yael Naim,The Music Ninja,t8q4,0.833333333,2
TRUE,0.013452915,0.305124898,0,0,0.949238139,0,mstrkrftfeatjohnlegend,Heartbreaker (Wolfgang Gartner remix),All Things Go,t97p,0,0
TRUE,0.058295964,0.044800084,0,0.079779,0.758513217,0.375,madvillain,Money Folder (Four Tet Remix),Indie Shuffle,t9w2,0,3
TRUE,0,0.003000711,0,0.059058,0.627553965,0.25,reginaspektor,Blue Lips,WeHeartMusic,t9ws,0,2
TRUE,0.01793722,0.008054539,0,0.094755,0.766362692,0,alexmetric,Shirley You Can't Be Serious,funkism,t9ww,0,0
TRUE,0,0.006580506,0.666666667,0.063339,0.709021124,0.625,mgmt,Destrokk,The 405,tb9n,0.25,5
TRUE,0.004484305,0.011371114,0,0,0.949238139,0,radiokrome,Amanda Blank - Might Like You Better (RADIO KROME Remix),Subservient Experiment,tbhd,0,0
TRUE,0.044843049,0.03953568,0,0,0.949238139,0.125,chesterfrench,She Loves Everybody (Pance Party Remix),the burning ear,td31,0,1
TRUE,0.533632287,0.688057698,0,0.03444,0.474979799,0.625,edwardsharpethemagneticzeros,Home,The 'Spill,tedp,0,5
TRUE,0.053811659,0.031454818,0.75,0.054767,0.56083343,0.875,kingsofconvenience,Mrs. Cold,Pigeons and Planes,tefc,0.75,7
TRUE,0.013452915,0.052275539,1,0,0.949238139,0.375,blur,Song 2 (Vengeance Remix),indie shuffle,tet1,1,3
TRUE,0.071748879,0.017214603,0,0.066683,0.768959945,0.25,atlassound,Walkabout,djnodj,texx,0,2
TRUE,0.00896861,0.010423521,0,0,0.949238139,0,deadmau5vs2livecrew,Moar Face (O-GOD edit),Schitz Popinov,tg8y,0,0
TRUE,0.085201794,0.087046932,0.75,0.029046,0.602822348,0.375,kingsofconvenience,Boat Behind,Delicieuse Musique,tgsm,0.5,3
TRUE,0.013452915,0.099549893,0,0.189486,0.713032437,0.75,publicenemy,He Got Game,The Music Ninja,tjvw,0,6
TRUE,0.013452915,0.009291674,0,0.109944,0.696612028,0.25,kineticstereokids,Twisted Thoughts,Obscure Sound,tn1m,0,2
TRUE,0.071748879,0.136848201,0.75,0.052364,0.652199007,0.75,kingsofconvenience,I Don't Know What I Can Save You From (RÃ¶yksopp Remix),Et Musique Pour Tous,tqc7,0.833333333,6
TRUE,0.089686099,0.033350004,0.666666667,0,0.949238139,0,mgmt,Electric Feel (Aeroplane Remix),melophobe,tqys,1,0
TRUE,0,0.011107894,0.666666667,0,0.949238139,0.375,mgmt,Hot Love Drama,Rollo & Grady,trt6,0.75,3
TRUE,0.01793722,0.032718275,1,0,0.949238139,0.25,santigold,I'm a Lady (Benny Blanco Remix),Et Musique Pour Tous,trz4,0.833333333,2
TRUE,0.00896861,0.004079914,0,0.028159,0.728327369,0.375,julianplenti,Only If You Run,The Pigeon Post,tvpf,0,3
TRUE,0.00896861,0.014661367,0.75,0.028586,0.500577167,0.75,kingsofconvenience,I Don't Know What I Can Save You From,The Digital Outhouse,tw2n,1,6
TRUE,0.004484305,0.007396489,0,0,0.949238139,0.25,thesupremes,where did our love go? (quarterbar redo),FMLY,tw6k,0,2
TRUE,0.004484305,0.011371114,0,0.103224,0.83267921,0,acidgirls,Wake Up (feat. Frankmusik),the burning ear,ty1e,0,0
TRUE,0.004484305,0.022926483,0,0,0.949238139,0,diplo,Young Folks (Diplo Youngest Folks Remix),djnodj,ty42,0.833333333,0
TRUE,0.013452915,0.010160301,0,0,0.949238139,0.125,bellesebastian,There's Too Much Love,Indie Rock Cafe,tzvn,0,1
TRUE,0.049327354,0.20304809,0,0,0.949238139,0,thebeachboys,Wouldn't It Be Nice (The Girls Can Hear Us Remix),My Universal Language,v1rq,0,0
TRUE,0.013452915,0.086678424,1,0,0.949238139,0.25,phoenix,1901 (acoustic),indie shuffle,v1wz,1,2
TRUE,0.103139013,0.103524519,1,0,0.949238139,0.25,thexx,Shelter (Them Jeans Drum Edit),Off the Radar,v434,0,2
TRUE,0.013452915,0.056223842,1,0,0.949238139,0,metric,"Don't Think Twice, It's Alright",The Digital Outhouse,v4hg,1,0
TRUE,0.004484305,0.013740096,1,0.032877,0.700190465,0.375,miikesnow,Animal (Fred Falke Remix),the burning ear,v4va,0.777777778,3
TRUE,0.035874439,0.061172383,1,0,0.949238139,0.25,metric,Don't Think Twice It's Alright (Bob Dylan Cover),i (heart) music,v55s,0,2
TRUE,0.049327354,0.047432287,1,0,0.949238139,0.125,passionpit,To Kingdom Come (Grum Vocal Mix),EARMILK,v678,0.692307692,1
TRUE,0.031390135,0.063594009,0,0,0.949238139,0.375,drakefeatkanyewestlilwayneeminem,Forever,Citizen Insane,v81m,0,3
TRUE,0.053811659,0.298623358,0,0,0.949238139,0,biggievstupacvsthexx,Runnin With The xx (Quix vs Elliot Blend),Cause=Time,v9et,0,0
TRUE,0.004484305,0.010555131,1,0,0.949238139,0.25,jayz,Hate f. Kanye West,earmilk,vaqp,1,2
TRUE,0,0.037035087,1,0,0.949238139,0.5,jayz,Already Home (feat. Kid Cudi),earmilk,vb36,1,4
TRUE,0.004484305,0.012687215,0,0,0.949238139,0,flygypsy,Reasons (feat. Kanye West),surviving the golden age,vbpt,0,0
TRUE,0.01793722,0.041825696,0.5,0,0.949238139,0,kanyewest,Flashing Lights (High Contrast Remix),EARMILK,vbyy,0.692307692,0
TRUE,0.031390135,0.024374194,0.5,0,0.949238139,0.125,justice,We Are Your Friends (Barretso Remix),Vacay Wave,vc74,0.5,1
TRUE,0.062780269,0.243478719,1,0,0.949238139,0,mattkim,Daylight (Troublemaker Remix feat. De La Soul),Cougar Microbes,vchz,0.2,0
TRUE,0.062780269,0.095206759,0,0.03185,0.828754473,0.375,noisettes,Never Forget You,Across The Kitchen Table,vdqj,0,3
TRUE,0.004484305,0.045563423,1,0,0.949238139,0.375,kidcudi,"G.O.O.D. Music, Soundtrack 2 My Life",Tympanogram,veq4,1,3
TRUE,0.01793722,0.17390961,1,0,0.949238139,0,xaphoonjones,"I Wanna Know Now (Bob Marley, MGMT)",Songs to Save,vf8f,0,0
TRUE,0.022421525,0.118607039,1,0,0.949238139,0.125,kidcudi,"Up, Up, And Away (The Wake And Bake Song)",Indie Shuffle,vfb3,0.47826087,1
TRUE,0.130044843,0.407754468,1,0,0.949238139,0.25,kidcudi,Pursuit of Happiness (Feat. MGMT And Ratatat),The New LoFi,vhfh,0.833333333,2
TRUE,0.004484305,0.000342186,0,0.093814,0.789305091,0.5,drivebytruckers,Lookout Mountain,Bottom of the Glass,vjep,0,4
TRUE,0,0.001263457,0,0,0.949238139,0.125,kidcudiftratatat,Pursuit of Happiness (Live Late Show with David Letterman 11th of September 2009),First up!,vkef,0,1
TRUE,0.004484305,0.011660656,0.5,0.061466,0.751846935,0.25,justice,Phantom Pt.2 (Freemasons Remix),tashed,vm3w,0,2
TRUE,0.004484305,0.008686268,0,0,0.949238139,0,mosdefjimjonesblackkeys,Hoochie Coo,earmilk,vm5p,0,0
TRUE,0.062780269,0.140375352,1,0,0.949238139,0,kidcudi,Make Her Say (Sammy Bananas Remix),Sunset in the Rearview,vq91,0.545454545,0
TRUE,0.022421525,0.247821853,0,0,0.949238139,0,jayzandmarvingaye,Hello Brooklyn,earmilk,vxyr,0,0
